,loss,sec
13000,3.13201841588e-06,7.6122213912
13100,2.89832641643e-06,7.59131151915
13200,3.56710451241e-06,7.59863893032
13300,3.61234244815e-06,7.6079125905
13400,4.48803525569e-06,7.57502794981
13500,3.32088787062e-06,7.58763183117
13600,3.63925202618e-06,7.59075126171
13700,3.48782685416e-06,7.5777867794
13800,4.28557725191e-06,7.57104298115
13900,3.91108591834e-06,7.57048867941
14000,3.30129423122e-06,7.5715339303
14100,3.45978340266e-06,7.5616783905
14200,2.80925487827e-06,7.59451400995
14300,3.20245321332e-06,7.6113825202
14400,3.17555745226e-06,7.59240236044
14500,3.61540599378e-06,7.57646852016
14600,3.5504059692e-06,7.59138386011
14700,2.96676774848e-06,7.62405228138
14800,3.15096471553e-06,7.58627645016
14900,2.83149108667e-06,7.60150989056
15000,2.87766093294e-06,7.60990357161
15100,3.32173540944e-06,7.5763933301
15200,2.81514472921e-06,7.62131270885
15300,3.859752347e-06,7.59143436193
15400,2.96173601957e-06,7.58274926901
15500,2.75261059281e-06,7.60694519997
15600,3.24386355439e-06,7.60064250231
15700,3.09333119381e-06,7.63282773972
15800,2.92896363658e-06,7.60436995029
15900,3.16827826089e-06,7.60948982
16000,3.38416694748e-06,7.55513304949
16100,3.45558657151e-06,7.61964604139
16200,2.77606210662e-06,7.55442894936
16300,3.26134525522e-06,7.57558131933
16400,3.55771279452e-06,7.55278890133
16500,2.8777741145e-06,7.57430403948
16600,2.94434750979e-06,7.64033163071
16700,2.82021085355e-06,7.60525407076
16800,3.56686756607e-06,7.59334984064
16900,2.81443800589e-06,7.57444277048
17000,3.14488789452e-06,7.59967569113
17100,2.70761019136e-06,7.60930022001
17200,4.48922586693e-06,7.57428777933
17300,2.52980989348e-06,7.58170981169
17400,2.25210952163e-06,7.6249476099
17500,3.20899804744e-06,7.61605054855
17600,2.28090320521e-06,7.60956145048
17700,2.73626776309e-06,7.60781995058
17800,2.96624240964e-06,7.61117944956
17900,2.32207542403e-06,7.60756591082
18000,3.01345058651e-06,7.76515565157
18100,2.83497560892e-06,7.71512421131
18200,3.16800927094e-06,7.75537079096
18300,3.13134226628e-06,7.72901618958
18400,2.23037601576e-06,7.77102825165
18500,2.71552878507e-06,7.73457321167
18600,2.138186693e-06,7.54564800978
18700,2.50712037086e-06,7.63248431921
18800,2.34499527847e-06,7.61504481792
18900,2.20473745198e-06,7.62232289076
19000,2.08432770292e-06,7.65199222088
19100,2.02582665188e-06,7.57728525162
19200,1.97627782149e-06,7.62768486023
19300,2.68086435913e-06,7.68763131142
19400,2.51829741767e-06,7.83471360922
19500,2.22424524977e-06,7.858314569
19600,2.31063732468e-06,7.81903067112
19700,2.33123254741e-06,7.82917304039
19800,2.07023748027e-06,7.81601529837
19900,2.01983920021e-06,7.81694720984
