,predict price=100,real price=100
51,predict price=22.1245531975,real price=117.938647424,predict ret=-0.0339665,real ret=-0.011416
52,predict price=21.5847811177,real price=118.018406396,predict ret=-0.024397,real ret=0.000676275
53,predict price=21.1077515511,real price=120.809291749,predict ret=-0.0221003,real ret=0.0236479
54,predict price=20.3576591292,real price=119.954272792,predict ret=-0.0355363,real ret=-0.00707743
55,predict price=19.7299754761,real price=119.155797226,predict ret=-0.0308328,real ret=-0.0066565
56,predict price=19.1457148845,real price=118.787891287,predict ret=-0.0296128,real ret=-0.0030876
57,predict price=18.6841175361,real price=119.09783883,predict ret=-0.0241097,real ret=0.00260925
58,predict price=18.2175316422,real price=118.397137901,predict ret=-0.0249723,real ret=-0.00588341
59,predict price=17.656361837,real price=115.682951363,predict ret=-0.0308038,real ret=-0.0229244
60,predict price=17.1021704695,real price=115.065897842,predict ret=-0.0313876,real ret=-0.00533401
61,predict price=16.6244140402,real price=112.361237003,predict ret=-0.0279354,real ret=-0.0235053
62,predict price=16.0181519493,real price=111.427298881,predict ret=-0.0364682,real ret=-0.00831192
63,predict price=15.665301486,real price=112.205388896,predict ret=-0.0220282,real ret=0.00698294
64,predict price=15.299296448,real price=113.538927206,predict ret=-0.0233641,real ret=0.0118848
65,predict price=14.700347806,real price=111.567478199,predict ret=-0.0391488,real ret=-0.0173636
66,predict price=14.392121901,real price=111.497624386,predict ret=-0.0209673,real ret=-0.000626113
67,predict price=14.1334875432,real price=113.88373263,predict ret=-0.0179706,real ret=0.0214005
68,predict price=13.6005483749,real price=112.954499736,predict ret=-0.0377075,real ret=-0.00815949
69,predict price=13.1910781988,real price=112.636200132,predict ret=-0.0301069,real ret=-0.00281795
70,predict price=12.8755009792,real price=112.410130109,predict ret=-0.0239235,real ret=-0.00200708
71,predict price=12.402581876,real price=111.536853939,predict ret=-0.0367302,real ret=-0.00776866
72,predict price=12.1216784624,real price=112.632070149,predict ret=-0.0226488,real ret=0.00981932
73,predict price=11.8128220427,real price=112.64173372,predict ret=-0.0254797,real ret=8.57977e-05
74,predict price=11.5231014291,real price=112.159440997,predict ret=-0.0245259,real ret=-0.00428165
75,predict price=11.2322452954,real price=110.502656333,predict ret=-0.0252411,real ret=-0.0147717
76,predict price=10.9376820406,real price=107.42668416,predict ret=-0.0262248,real ret=-0.0278362
77,predict price=10.5826714847,real price=108.163082754,predict ret=-0.0324576,real ret=0.00685489
78,predict price=10.2051937711,real price=106.553994678,predict ret=-0.0356694,real ret=-0.0148765
79,predict price=9.93226815362,real price=106.136862061,predict ret=-0.0267438,real ret=-0.00391475
80,predict price=9.67517131027,real price=105.473147303,predict ret=-0.025885,real ret=-0.00625339
81,predict price=9.42066642166,real price=105.715001183,predict ret=-0.0263049,real ret=0.00229304
82,predict price=9.08159965345,real price=104.853861935,predict ret=-0.0359918,real ret=-0.00814586
83,predict price=8.81089726184,real price=103.680888518,predict ret=-0.0298078,real ret=-0.0111867
84,predict price=8.57075255955,real price=104.56936185,predict ret=-0.0272554,real ret=0.00856931
85,predict price=8.2532632541,real price=101.444266582,predict ret=-0.0370433,real ret=-0.0298854
86,predict price=8.05286381074,real price=101.710267874,predict ret=-0.0242812,real ret=0.00262214
87,predict price=7.8630685714,real price=102.834118199,predict ret=-0.0235687,real ret=0.0110495
88,predict price=7.63918590215,real price=100.799763912,predict ret=-0.0284727,real ret=-0.0197829
89,predict price=7.42473873586,real price=100.879637925,predict ret=-0.028072,real ret=0.000792403
90,predict price=7.22430122386,real price=101.080018965,predict ret=-0.0269959,real ret=0.00198634
91,predict price=7.00338492483,real price=101.983459332,predict ret=-0.0305796,real ret=0.00893787
92,predict price=6.82412776963,real price=101.70203083,predict ret=-0.0255958,real ret=-0.00275955
93,predict price=6.5811640915,real price=100.636380548,predict ret=-0.0356036,real ret=-0.0104782
94,predict price=6.40187145543,real price=99.4291244946,predict ret=-0.0272433,real ret=-0.0119962
95,predict price=6.15050922707,real price=97.7254485013,predict ret=-0.0392639,real ret=-0.0171346
96,predict price=5.98449032472,real price=98.7429190107,predict ret=-0.0269927,real ret=0.0104115
97,predict price=5.80076461018,real price=100.527999138,predict ret=-0.0307003,real ret=0.0180781
98,predict price=5.68058161977,real price=101.778948376,predict ret=-0.0207185,real ret=0.0124438
99,predict price=5.516263698,real price=99.6530664079,predict ret=-0.0289262,real ret=-0.0208872
100,predict price=5.40084021439,real price=101.60437137,predict ret=-0.0209242,real ret=0.019581
101,predict price=5.20096333145,real price=100.565572006,predict ret=-0.0370085,real ret=-0.010224
102,predict price=5.09393945441,real price=101.167785012,predict ret=-0.0205777,real ret=0.00598826
103,predict price=4.92819136977,real price=100.944545018,predict ret=-0.0325383,real ret=-0.00220663
104,predict price=4.81017323307,real price=100.949618392,predict ret=-0.0239476,real ret=5.0259e-05
105,predict price=4.7014779277,real price=102.736688729,predict ret=-0.022597,real ret=0.0177026
106,predict price=4.54565007226,real price=101.969205615,predict ret=-0.0331444,real ret=-0.00747039
107,predict price=4.45222466287,real price=103.105296418,predict ret=-0.0205527,real ret=0.0111415
108,predict price=4.31444339209,real price=103.950663253,predict ret=-0.0309466,real ret=0.00819906
109,predict price=4.14772192037,real price=103.647664294,predict ret=-0.0386426,real ret=-0.00291483
110,predict price=4.03053223737,real price=102.896908355,predict ret=-0.028254,real ret=-0.00724335
111,predict price=3.89196004623,real price=102.064863388,predict ret=-0.0343806,real ret=-0.0080862
112,predict price=3.7925799827,real price=102.848256841,predict ret=-0.0255347,real ret=0.00767545
113,predict price=3.69714903575,real price=104.540152524,predict ret=-0.0251625,real ret=0.0164504
114,predict price=3.56578173819,real price=106.103051047,predict ret=-0.0355321,real ret=0.0149502
115,predict price=3.5079086815,real price=106.064178185,predict ret=-0.0162301,real ret=-0.000366369
116,predict price=3.41483420234,real price=106.807628886,predict ret=-0.0265328,real ret=0.00700944
117,predict price=3.32580993695,real price=106.963246884,predict ret=-0.0260699,real ret=0.00145699
118,predict price=3.22123031322,real price=106.267619323,predict ret=-0.0314449,real ret=-0.00650343
119,predict price=3.11228955349,real price=104.808385601,predict ret=-0.0338196,real ret=-0.0137317
120,predict price=3.02875271798,real price=104.347191663,predict ret=-0.026841,real ret=-0.00440035
121,predict price=2.9425835266,real price=104.267904365,predict ret=-0.0284504,real ret=-0.000759841
122,predict price=2.85610404476,real price=102.724793177,predict ret=-0.029389,real ret=-0.0147995
123,predict price=2.77962971327,real price=102.773214569,predict ret=-0.0267758,real ret=0.00047137
124,predict price=2.72743329834,real price=103.13699049,predict ret=-0.0187782,real ret=0.0035396
125,predict price=2.65063873841,real price=102.80408048,predict ret=-0.0281563,real ret=-0.00322784
126,predict price=2.59267718277,real price=103.614681532,predict ret=-0.021867,real ret=0.00788491
127,predict price=2.52099604638,real price=102.134130472,predict ret=-0.0276475,real ret=-0.014289
128,predict price=2.44082872429,real price=100.231016651,predict ret=-0.0317999,real ret=-0.0186335
129,predict price=2.36155346802,real price=99.9926945796,predict ret=-0.0324788,real ret=-0.00237773
130,predict price=2.28656126352,real price=98.5532596558,predict ret=-0.0317555,real ret=-0.0143954
131,predict price=2.23443542156,real price=99.4626936654,predict ret=-0.0227966,real ret=0.00922784
132,predict price=2.19031350653,real price=100.918038898,predict ret=-0.0197463,real ret=0.0146321
133,predict price=2.13755385707,real price=101.728536425,predict ret=-0.0240877,real ret=0.00803125
134,predict price=2.07676655037,real price=102.430870946,predict ret=-0.0284378,real ret=0.00690401
135,predict price=2.01004522616,real price=101.804038801,predict ret=-0.0321275,real ret=-0.00611956
136,predict price=1.95252190074,real price=101.937511123,predict ret=-0.0286179,real ret=0.00131107
137,predict price=1.88362165974,real price=100.78221971,predict ret=-0.0352878,real ret=-0.0113333
138,predict price=1.8611703676,real price=102.798776761,predict ret=-0.0119192,real ret=0.0200091
139,predict price=1.80231636189,real price=103.706094051,predict ret=-0.031622,real ret=0.00882615
140,predict price=1.7515597656,real price=104.623201429,predict ret=-0.0281619,real ret=0.00884333
141,predict price=1.69781562045,real price=105.771072601,predict ret=-0.0306836,real ret=0.0109715
142,predict price=1.64407044071,real price=104.744306687,predict ret=-0.0316555,real ret=-0.00970744
143,predict price=1.60208677078,real price=104.670207805,predict ret=-0.0255364,real ret=-0.000707426
144,predict price=1.55338503904,real price=105.197136997,predict ret=-0.0303989,real ret=0.00503419
145,predict price=1.50968259113,real price=105.140121931,predict ret=-0.0281337,real ret=-0.000541983
146,predict price=1.46528142441,real price=107.115919572,predict ret=-0.0294109,real ret=0.018792
147,predict price=1.4217377843,real price=107.937484131,predict ret=-0.0297169,real ret=0.00766986
148,predict price=1.38089762216,real price=108.039503831,predict ret=-0.0287255,real ret=0.000945174
149,predict price=1.34064246844,real price=107.871748848,predict ret=-0.0291514,real ret=-0.00155272
150,predict price=1.30221244939,real price=107.575123241,predict ret=-0.0286654,real ret=-0.0027498
151,predict price=1.26237756973,real price=108.121494614,predict ret=-0.0305902,real ret=0.00507898
152,predict price=1.21863790602,real price=106.856751787,predict ret=-0.0346486,real ret=-0.0116974
153,predict price=1.19151625719,real price=107.029096968,predict ret=-0.0222557,real ret=0.00161286
154,predict price=1.15818476564,real price=106.415345189,predict ret=-0.027974,real ret=-0.00573444
155,predict price=1.12466799053,real price=106.845558179,predict ret=-0.0289391,real ret=0.00404277
156,predict price=1.0916944117,real price=105.832102705,predict ret=-0.0293185,real ret=-0.00948524
157,predict price=1.05664952096,real price=104.137262031,predict ret=-0.0321014,real ret=-0.0160144
158,predict price=1.03558346431,real price=103.378602698,predict ret=-0.0199367,real ret=-0.00728519
159,predict price=1.00523427134,real price=102.251347188,predict ret=-0.0293064,real ret=-0.0109041
160,predict price=0.980400830983,real price=102.260182452,predict ret=-0.0247041,real ret=8.64073e-05
161,predict price=0.964468909009,real price=104.511173299,predict ret=-0.0162504,real ret=0.0220124
162,predict price=0.933130220521,real price=104.484310873,predict ret=-0.0324932,real ret=-0.000257029
163,predict price=0.905138697453,real price=103.754044054,predict ret=-0.0299974,real ret=-0.00698925
164,predict price=0.884784365087,real price=105.551491157,predict ret=-0.0224875,real ret=0.0173241
165,predict price=0.856621374072,real price=105.966046849,predict ret=-0.0318303,real ret=0.00392752
166,predict price=0.835358595601,real price=107.900843202,predict ret=-0.0248217,real ret=0.0182586
167,predict price=0.810906861552,real price=107.481225637,predict ret=-0.0292709,real ret=-0.00388892
168,predict price=0.786594680514,real price=108.758692197,predict ret=-0.0299815,real ret=0.0118855
169,predict price=0.762848665938,real price=107.047837433,predict ret=-0.0301884,real ret=-0.0157307
170,predict price=0.744416615552,real price=107.319015647,predict ret=-0.0241621,real ret=0.00253324
171,predict price=0.723412078198,real price=106.839437921,predict ret=-0.0282161,real ret=-0.00446871
172,predict price=0.702439582867,real price=107.101550764,predict ret=-0.0289911,real ret=0.00245333
173,predict price=0.68023598516,real price=104.92407223,predict ret=-0.0316093,real ret=-0.020331
174,predict price=0.660964069711,real price=105.432629132,predict ret=-0.0283312,real ret=0.0048469
175,predict price=0.642741619078,real price=104.49361763,predict ret=-0.0275695,real ret=-0.00890627
176,predict price=0.623760194861,real price=103.62599003,predict ret=-0.029532,real ret=-0.00830316
177,predict price=0.610314468177,real price=103.502767994,predict ret=-0.0215559,real ret=-0.0011891
178,predict price=0.592177544969,real price=103.041217466,predict ret=-0.0297173,real ret=-0.00445931
179,predict price=0.576317357064,real price=103.956783297,predict ret=-0.0267828,real ret=0.00888543
180,predict price=0.559534195842,real price=104.412800279,predict ret=-0.0291214,real ret=0.0043866
181,predict price=0.544698809729,real price=103.3088639,predict ret=-0.0265138,real ret=-0.0105728
182,predict price=0.526460386303,real price=101.266629299,predict ret=-0.0334835,real ret=-0.0197682
183,predict price=0.511799946146,real price=100.68408852,predict ret=-0.0278472,real ret=-0.00575254
184,predict price=0.49861688011,real price=100.534947408,predict ret=-0.0257582,real ret=-0.00148128
185,predict price=0.483950725735,real price=101.051039613,predict ret=-0.0294137,real ret=0.00513346
186,predict price=0.471067971548,real price=102.504498157,predict ret=-0.02662,real ret=0.0143834
187,predict price=0.458845921581,real price=103.744265303,predict ret=-0.0259454,real ret=0.0120948
188,predict price=0.444598668384,real price=105.821265754,predict ret=-0.0310502,real ret=0.0200204
189,predict price=0.43004153713,real price=106.054744526,predict ret=-0.0327422,real ret=0.00220635
190,predict price=0.414650938414,real price=106.149343979,predict ret=-0.0357886,real ret=0.000891987
191,predict price=0.402182528602,real price=106.191046889,predict ret=-0.0300697,real ret=0.00039287
192,predict price=0.386643936689,real price=105.484812404,predict ret=-0.0386357,real ret=-0.0066506
193,predict price=0.376136863968,real price=106.673454579,predict ret=-0.0271751,real ret=0.0112684
194,predict price=0.364653675206,real price=105.234594912,predict ret=-0.0305293,real ret=-0.0134885
195,predict price=0.355788525874,real price=105.178408147,predict ret=-0.0243111,real ret=-0.000533919
196,predict price=0.345798185007,real price=105.397288016,predict ret=-0.0280794,real ret=0.00208103
197,predict price=0.337680355333,real price=106.626563296,predict ret=-0.0234756,real ret=0.0116633
198,predict price=0.32603044249,real price=106.110827709,predict ret=-0.0344998,real ret=-0.00483684
199,predict price=0.316963818914,real price=105.730439656,predict ret=-0.0278091,real ret=-0.00358482
200,predict price=0.309763626081,real price=105.703807316,predict ret=-0.0227161,real ret=-0.000251889
201,predict price=0.297369774067,real price=104.104750963,predict ret=-0.0400107,real ret=-0.0151277
202,predict price=0.2887699359,real price=103.167614722,predict ret=-0.0289197,real ret=-0.00900186
203,predict price=0.280886361687,real price=102.21153089,predict ret=-0.0273005,real ret=-0.00926729
204,predict price=0.273534546302,real price=102.030223899,predict ret=-0.0261736,real ret=-0.00177384
205,predict price=0.265375332435,real price=102.073583422,predict ret=-0.0298288,real ret=0.000424967
206,predict price=0.255967119397,real price=104.01721519,predict ret=-0.0354525,real ret=0.0190415
207,predict price=0.246882716964,real price=106.307792167,predict ret=-0.0354905,real ret=0.0220211
208,predict price=0.238236438772,real price=107.827929331,predict ret=-0.0350218,real ret=0.0142994
209,predict price=0.233078581375,real price=107.703522356,predict ret=-0.0216502,real ret=-0.00115375
210,predict price=0.226713594573,real price=108.644535623,predict ret=-0.0273083,real ret=0.00873707
211,predict price=0.220101360897,real price=110.605032621,predict ret=-0.0291656,real ret=0.0180451
212,predict price=0.21420314969,real price=111.00979818,predict ret=-0.0267977,real ret=0.00365956
213,predict price=0.20756175894,real price=109.655644293,predict ret=-0.0310051,real ret=-0.0121985
214,predict price=0.202955190103,real price=110.745683619,predict ret=-0.0221937,real ret=0.00994057
215,predict price=0.197131512959,real price=111.277329554,predict ret=-0.0286944,real ret=0.0048006
216,predict price=0.191292933008,real price=111.420695525,predict ret=-0.0296177,real ret=0.00128837
217,predict price=0.185576450562,real price=111.117708075,predict ret=-0.0298834,real ret=-0.00271931
218,predict price=0.180317079713,real price=111.546275936,predict ret=-0.0283407,real ret=0.00385688
219,predict price=0.175480030459,real price=112.445356154,predict ret=-0.0268252,real ret=0.00806015
220,predict price=0.170632178547,real price=112.2360133,predict ret=-0.0276262,real ret=-0.00186173
221,predict price=0.166140392207,real price=112.310940483,predict ret=-0.0263244,real ret=0.000667586
222,predict price=0.16147436577,real price=112.211635786,predict ret=-0.0280848,real ret=-0.000884194
223,predict price=0.157466991897,real price=112.872980672,predict ret=-0.0248174,real ret=0.00589373
224,predict price=0.152807181752,real price=114.772804189,predict ret=-0.0295923,real ret=0.0168315
225,predict price=0.14739096577,real price=114.711889182,predict ret=-0.0354448,real ret=-0.000530744
226,predict price=0.143097184621,real price=115.787674711,predict ret=-0.0291319,real ret=0.00937815
227,predict price=0.139085616045,real price=116.896557911,predict ret=-0.0280339,real ret=0.00957687
228,predict price=0.135367694698,real price=119.693103262,predict ret=-0.0267312,real ret=0.0239232
229,predict price=0.130407598013,real price=118.266852236,predict ret=-0.0366417,real ret=-0.0119159
230,predict price=0.127294077509,real price=117.097410563,predict ret=-0.0238753,real ret=-0.00988816
231,predict price=0.123442376336,real price=121.608354079,predict ret=-0.0302583,real ret=0.038523
232,predict price=0.118531651645,real price=122.458886382,predict ret=-0.0397815,real ret=0.00699403
233,predict price=0.114318577124,real price=125.909712952,predict ret=-0.0355439,real ret=0.0281795
234,predict price=0.11229856936,real price=124.860076564,predict ret=-0.01767,real ret=-0.00833642
235,predict price=0.109050343099,real price=123.788651153,predict ret=-0.0289249,real ret=-0.00858101
236,predict price=0.105905776265,real price=124.619292585,predict ret=-0.0288359,real ret=0.00671016
237,predict price=0.102932521476,real price=125.491855488,predict ret=-0.0280745,real ret=0.00700183
238,predict price=0.099998822866,real price=127.246311253,predict ret=-0.0285012,real ret=0.0139806
239,predict price=0.0968515674042,real price=128.159403665,predict ret=-0.0314729,real ret=0.00717579
240,predict price=0.0939355621119,real price=124.876930304,predict ret=-0.030108,real ret=-0.0256124
241,predict price=0.0918343793623,real price=124.985300347,predict ret=-0.0223683,real ret=0.000867815
242,predict price=0.0894899363291,real price=128.562524097,predict ret=-0.025529,real ret=0.0286212
243,predict price=0.086360688582,real price=126.166752228,predict ret=-0.0349676,real ret=-0.0186351
244,predict price=0.084431453884,real price=123.540446761,predict ret=-0.0223393,real ret=-0.0208161
245,predict price=0.0826391813097,real price=125.117599067,predict ret=-0.0212275,real ret=0.0127663
246,predict price=0.0801868710412,real price=128.719798703,predict ret=-0.0296749,real ret=0.0287905
247,predict price=0.0776682389627,real price=127.51418772,predict ret=-0.0314095,real ret=-0.00936617
248,predict price=0.0755539529995,real price=128.013794309,predict ret=-0.027222,real ret=0.00391805
249,predict price=0.0734855232585,real price=130.926256621,predict ret=-0.0273769,real ret=0.0227512
250,predict price=0.0708351908606,real price=131.217348693,predict ret=-0.036066,real ret=0.00222333
251,predict price=0.068620592618,real price=131.837934,predict ret=-0.0312641,real ret=0.00472945
252,predict price=0.0669345248789,real price=132.65089341,predict ret=-0.0245709,real ret=0.00616635
253,predict price=0.0644154618354,real price=130.136616335,predict ret=-0.0376347,real ret=-0.0189541
254,predict price=0.0630954091661,real price=135.047021981,predict ret=-0.0204928,real ret=0.0377327
255,predict price=0.0606155319225,real price=133.790297588,predict ret=-0.0393036,real ret=-0.00930583
256,predict price=0.0589690812956,real price=131.388163874,predict ret=-0.0271622,real ret=-0.0179545
257,predict price=0.057715688995,real price=133.932248439,predict ret=-0.0212551,real ret=0.0193631
258,predict price=0.0558364563672,real price=132.545583521,predict ret=-0.0325602,real ret=-0.0103535
259,predict price=0.0544004028085,real price=133.203753241,predict ret=-0.0257189,real ret=0.00496561
260,predict price=0.0526616879469,real price=131.631662821,predict ret=-0.0319614,real ret=-0.0118021
261,predict price=0.0512746006488,real price=133.970177831,predict ret=-0.0263396,real ret=0.0177656
262,predict price=0.0498428626945,real price=135.100389924,predict ret=-0.0279229,real ret=0.0084363
263,predict price=0.0481511035363,real price=133.225542084,predict ret=-0.0339419,real ret=-0.0138774
264,predict price=0.0467182058309,real price=134.130397438,predict ret=-0.0297584,real ret=0.00679191
265,predict price=0.045534584645,real price=137.388596817,predict ret=-0.0253353,real ret=0.0242913
266,predict price=0.0438359085998,real price=134.282000429,predict ret=-0.0373052,real ret=-0.0226117
267,predict price=0.0427855513251,real price=132.575735996,predict ret=-0.0239611,real ret=-0.0127066
268,predict price=0.041982605276,real price=136.173345477,predict ret=-0.0187668,real ret=0.0271363
269,predict price=0.0405439901203,real price=136.727252136,predict ret=-0.0342669,real ret=0.00406766
270,predict price=0.0393467043449,real price=137.268089988,predict ret=-0.0295305,real ret=0.0039556
271,predict price=0.0382042313709,real price=137.635167631,predict ret=-0.0290361,real ret=0.00267417
272,predict price=0.0373723554465,real price=140.566347184,predict ret=-0.0217744,real ret=0.0212967
273,predict price=0.0361866762379,real price=140.98820807,predict ret=-0.0317261,real ret=0.00300115
274,predict price=0.0351703672053,real price=144.70538119,predict ret=-0.0280852,real ret=0.0263651
275,predict price=0.0340304798987,real price=145.476166016,predict ret=-0.0324104,real ret=0.00532658
276,predict price=0.0330516423188,real price=145.072803974,predict ret=-0.0287636,real ret=-0.0027727
277,predict price=0.0321168391486,real price=144.187517316,predict ret=-0.0282831,real ret=-0.00610236
278,predict price=0.0312541524153,real price=145.854793875,predict ret=-0.0268609,real ret=0.0115633
279,predict price=0.0303957973809,real price=147.97242736,predict ret=-0.0274637,real ret=0.0145188
280,predict price=0.0293883392288,real price=143.963333933,predict ret=-0.0331447,real ret=-0.0270935
281,predict price=0.0286818276093,real price=146.880156124,predict ret=-0.0240405,real ret=0.0202609
282,predict price=0.0276821716388,real price=148.852893592,predict ret=-0.0348533,real ret=0.0134309
283,predict price=0.0267656566958,real price=145.352241972,predict ret=-0.0331085,real ret=-0.0235175
284,predict price=0.0262094986332,real price=147.801726994,predict ret=-0.0207788,real ret=0.0168521
285,predict price=0.0252875697711,real price=146.920087212,predict ret=-0.0351754,real ret=-0.00596502
286,predict price=0.024678321858,real price=147.181256725,predict ret=-0.0240928,real ret=0.00177763
287,predict price=0.0238902624251,real price=145.321962714,predict ret=-0.0319333,real ret=-0.0126327
288,predict price=0.023317765456,real price=141.404638796,predict ret=-0.0239636,real ret=-0.0269562
289,predict price=0.0229463162158,real price=145.631082127,predict ret=-0.0159299,real ret=0.029889
290,predict price=0.0220326292814,real price=148.839341596,predict ret=-0.0398185,real ret=0.02203
291,predict price=0.021284507489,real price=151.184805217,predict ret=-0.0339552,real ret=0.0157584
292,predict price=0.0204984566238,real price=155.413365255,predict ret=-0.0369307,real ret=0.0279695
293,predict price=0.0197972177824,real price=155.410535209,predict ret=-0.0342093,real ret=-1.82098e-05
294,predict price=0.0192479461674,real price=156.538860615,predict ret=-0.0277449,real ret=0.00726029
295,predict price=0.0188028830104,real price=159.613889234,predict ret=-0.0231226,real ret=0.0196439
296,predict price=0.0182275790194,real price=158.859705077,predict ret=-0.0305966,real ret=-0.00472505
297,predict price=0.0176744172256,real price=156.391962661,predict ret=-0.0303475,real ret=-0.0155341
298,predict price=0.0171108514131,real price=155.75323518,predict ret=-0.031886,real ret=-0.00408415
299,predict price=0.0166937120847,real price=157.655163985,predict ret=-0.0243786,real ret=0.0122112
300,predict price=0.0160460891957,real price=155.737094704,predict ret=-0.0387944,real ret=-0.0121662
301,predict price=0.0155920158,real price=156.872840356,predict ret=-0.0282981,real ret=0.00729271
302,predict price=0.0151161509116,real price=159.840189391,predict ret=-0.0305198,real ret=0.0189156
303,predict price=0.0146266798126,real price=159.384057356,predict ret=-0.0323807,real ret=-0.00285368
304,predict price=0.0143402622445,real price=163.080844749,predict ret=-0.0195819,real ret=0.0231942
305,predict price=0.0138665684508,real price=164.054138918,predict ret=-0.0330324,real ret=0.00596817
306,predict price=0.013480895172,real price=163.559950804,predict ret=-0.0278132,real ret=-0.00301235
307,predict price=0.013103290885,real price=163.285827514,predict ret=-0.0280103,real ret=-0.00167598
308,predict price=0.0128056088919,real price=161.320625378,predict ret=-0.0227181,real ret=-0.0120354
309,predict price=0.0124895767235,real price=167.048235537,predict ret=-0.0246792,real ret=0.0355045
310,predict price=0.0121512172241,real price=168.290476038,predict ret=-0.0270914,real ret=0.00743642
311,predict price=0.0118130328578,real price=167.180649457,predict ret=-0.0278313,real ret=-0.00659471
312,predict price=0.0114913076207,real price=172.081978124,predict ret=-0.0272348,real ret=0.0293176
