gpu=-1,hidden=100,epochs=40000,size=100,sequence=100
[10500]training loss:	5.02924185547e-06	1.35561896086[sec/epoch]
[10600]training loss:	4.7452061089e-06	1.35562014103[sec/epoch]
[10700]training loss:	5.12380931395e-06	1.35389642[sec/epoch]
[10800]training loss:	4.37067214851e-06	1.35687659025[sec/epoch]
[10900]training loss:	4.60985654053e-06	1.35577660084[sec/epoch]
[11000]training loss:	4.11299800481e-06	1.35890406132[sec/epoch]
[11100]training loss:	5.11947313719e-06	1.35572914124[sec/epoch]
[11200]training loss:	4.425478189e-06	1.35579201937[sec/epoch]
[11300]training loss:	4.72095615061e-06	1.35622650146[sec/epoch]
[11400]training loss:	4.95164046026e-06	1.35558046103[sec/epoch]
[11500]training loss:	4.12530716123e-06	1.36127547979[sec/epoch]
[11600]training loss:	4.33882226876e-06	1.35592934847[sec/epoch]
[11700]training loss:	3.83332842077e-06	1.35636811972[sec/epoch]
[11800]training loss:	4.42225471929e-06	1.35747856855[sec/epoch]
[11900]training loss:	4.56282916018e-06	1.35761995792[sec/epoch]
[12000]training loss:	4.71417025447e-06	1.35613224983[sec/epoch]
[12100]training loss:	4.11929736723e-06	1.35598582029[sec/epoch]
[12200]training loss:	3.73381595692e-06	1.35596663952[sec/epoch]
[12300]training loss:	4.02187391165e-06	1.35463086128[sec/epoch]
[12400]training loss:	3.66008184342e-06	1.35211992025[sec/epoch]
[12500]training loss:	3.72507187274e-06	1.35494000196[sec/epoch]
[12600]training loss:	3.46603955029e-06	1.3531543684[sec/epoch]
[12700]training loss:	3.46821057845e-06	1.35289181948[sec/epoch]
[12800]training loss:	3.51366547002e-06	1.35215909004[sec/epoch]
[12900]training loss:	3.28219506297e-06	1.35436461926[sec/epoch]
[13000]training loss:	3.04766934167e-06	1.35502943993[sec/epoch]
[13100]training loss:	3.22597293004e-06	1.35266909122[sec/epoch]
[13200]training loss:	3.48340130806e-06	1.35386508942[sec/epoch]
[13300]training loss:	3.32133824504e-06	1.35812137127[sec/epoch]
[13400]training loss:	3.43061871874e-06	1.35671503067[sec/epoch]
[13500]training loss:	3.45283846437e-06	1.3538387394[sec/epoch]
[13600]training loss:	3.19337957971e-06	1.35493328094[sec/epoch]
[13700]training loss:	3.04142142543e-06	1.35421911955[sec/epoch]
[13800]training loss:	3.53800156389e-06	1.35751088858[sec/epoch]
[13900]training loss:	3.08833415432e-06	1.35468228102[sec/epoch]
[14000]training loss:	3.04782720791e-06	1.35611517906[sec/epoch]
[14100]training loss:	3.14949188532e-06	1.3566792798[sec/epoch]
[14200]training loss:	2.91533099083e-06	1.38278444052[sec/epoch]
[14300]training loss:	3.2786344004e-06	1.46715532064[sec/epoch]
[14400]training loss:	3.14089831793e-06	1.35752727985[sec/epoch]
[14500]training loss:	3.21289854867e-06	1.35731539965[sec/epoch]
[14600]training loss:	3.20359179045e-06	1.36374895096[sec/epoch]
[14700]training loss:	2.86270303398e-06	1.35600264072[sec/epoch]
[14800]training loss:	2.78342655164e-06	1.35799341917[sec/epoch]
[14900]training loss:	2.77492058971e-06	1.35614570141[sec/epoch]
[15000]training loss:	2.70415036328e-06	1.36050734043[sec/epoch]
[15100]training loss:	2.85779183608e-06	1.35621675968[sec/epoch]
[15200]training loss:	2.98428796044e-06	1.35620805025[sec/epoch]
[15300]training loss:	2.93855819936e-06	1.35963069916[sec/epoch]
[15400]training loss:	2.95563127065e-06	1.35839920044[sec/epoch]
[15500]training loss:	2.48331520142e-06	1.35639064074[sec/epoch]
[15600]training loss:	2.79665174377e-06	1.36808943987[sec/epoch]
[15700]training loss:	3.06320431962e-06	1.35593278885[sec/epoch]
[15800]training loss:	2.55951343923e-06	1.36775254011[sec/epoch]
[15900]training loss:	2.42352079379e-06	1.35479182005[sec/epoch]
[16000]training loss:	3.14768068634e-06	1.35467174053[sec/epoch]
[16100]training loss:	2.65191280932e-06	1.35643189192[sec/epoch]
[16200]training loss:	2.95483576595e-06	1.35594971895[sec/epoch]
[16300]training loss:	2.26530149424e-06	1.35495096922[sec/epoch]
[16400]training loss:	2.72532090112e-06	1.35615453005[sec/epoch]
[16500]training loss:	2.40316001858e-06	1.37391722918[sec/epoch]
[16600]training loss:	2.61193649335e-06	1.35623431921[sec/epoch]
[16700]training loss:	2.45010537904e-06	1.356711061[sec/epoch]
[16800]training loss:	2.39027407716e-06	1.35668640137[sec/epoch]
[16900]training loss:	2.37366328642e-06	1.35530609846[sec/epoch]
[17000]training loss:	2.70130436143e-06	1.35850285053[sec/epoch]
[17100]training loss:	2.4299315739e-06	1.35572383165[sec/epoch]
[17200]training loss:	2.23431017748e-06	1.35516171932[sec/epoch]
[17300]training loss:	2.50502224927e-06	1.3568746686[sec/epoch]
[17400]training loss:	2.12205052987e-06	1.35451032877[sec/epoch]
[17500]training loss:	2.54423245835e-06	1.35560756207[sec/epoch]
[17600]training loss:	2.17005671025e-06	1.3558522892[sec/epoch]
[17700]training loss:	2.32110265054e-06	1.35708841085[sec/epoch]
[17800]training loss:	2.11573470469e-06	1.35698532104[sec/epoch]
[17900]training loss:	2.08398521845e-06	1.35773718834[sec/epoch]
[18000]training loss:	1.95803971505e-06	1.35603131056[sec/epoch]
[18100]training loss:	1.90602176272e-06	1.35620490789[sec/epoch]
[18200]training loss:	2.18419896702e-06	1.35512208939[sec/epoch]
[18300]training loss:	1.91107068935e-06	1.35737282038[sec/epoch]
[18400]training loss:	1.88805749687e-06	1.35695261955[sec/epoch]
[18500]training loss:	2.0427919802e-06	1.35954669952[sec/epoch]
[18600]training loss:	2.0082423527e-06	1.35598023891[sec/epoch]
[18700]training loss:	1.81631082222e-06	1.35791346073[sec/epoch]
[18800]training loss:	1.7259078573e-06	1.35799902201[sec/epoch]
[18900]training loss:	1.70292097586e-06	1.35711344004[sec/epoch]
[19000]training loss:	1.7640620971e-06	1.35566847086[sec/epoch]
[19100]training loss:	1.8414114061e-06	1.3592946887[sec/epoch]
[19200]training loss:	1.95228597596e-06	1.35530250788[sec/epoch]
[19300]training loss:	1.86144410176e-06	1.35462562799[sec/epoch]
[19400]training loss:	2.18496154617e-06	1.35765756845[sec/epoch]
[19500]training loss:	1.95898588352e-06	1.35684737921[sec/epoch]
[19600]training loss:	1.85295710143e-06	1.35541643143[sec/epoch]
[19700]training loss:	1.6550526712e-06	1.3566992712[sec/epoch]
[19800]training loss:	1.75838699715e-06	1.35583019972[sec/epoch]
[19900]training loss:	1.55681959998e-06	1.35229302168[sec/epoch]
[20000]training loss:	1.8046657623e-06	1.35666682959[sec/epoch]
[20100]training loss:	1.86301218087e-06	1.35745922804[sec/epoch]
[20200]training loss:	1.82127199639e-06	1.35553477049[sec/epoch]
[20300]training loss:	1.79319855912e-06	1.35749561071[sec/epoch]
[20400]training loss:	1.64420385092e-06	1.35678196192[sec/epoch]
[20500]training loss:	1.64543120943e-06	1.35738981962[sec/epoch]
[20600]training loss:	1.66624912056e-06	1.35703361034[sec/epoch]
[20700]training loss:	1.61188184237e-06	1.35424931049[sec/epoch]
[20800]training loss:	1.6052611619e-06	1.35402776003[sec/epoch]
[20900]training loss:	1.66586636109e-06	1.35480516911[sec/epoch]
[21000]training loss:	1.46687509389e-06	1.35345699072[sec/epoch]
[21100]training loss:	1.63534011767e-06	1.35398958921[sec/epoch]
[21200]training loss:	1.47148834499e-06	1.35559684992[sec/epoch]
[21300]training loss:	1.52333858282e-06	1.35662719011[sec/epoch]
[21400]training loss:	1.54848914297e-06	1.35401591778[sec/epoch]
[21500]training loss:	1.6696613242e-06	1.35504570007[sec/epoch]
[21600]training loss:	1.41825685113e-06	1.35577881098[sec/epoch]
[21700]training loss:	1.36547867148e-06	1.35271209002[sec/epoch]
[21800]training loss:	1.33095697189e-06	1.35413791895[sec/epoch]
[21900]training loss:	1.42040568394e-06	1.35566485882[sec/epoch]
[22000]training loss:	1.39504904515e-06	1.35311103821[sec/epoch]
[22100]training loss:	1.39770219737e-06	1.35413443089[sec/epoch]
[22200]training loss:	1.31606007338e-06	1.35492552042[sec/epoch]
[22300]training loss:	1.3656474149e-06	1.35557372093[sec/epoch]
[22400]training loss:	1.30583463364e-06	1.35723262072[sec/epoch]
[22500]training loss:	1.46145751874e-06	1.35445716143[sec/epoch]
[22600]training loss:	1.32761782181e-06	1.35616646051[sec/epoch]
[22700]training loss:	1.33608159788e-06	1.35615036011[sec/epoch]
[22800]training loss:	1.20485492516e-06	1.354900949[sec/epoch]
[22900]training loss:	1.35473127364e-06	1.35577826023[sec/epoch]
[23000]training loss:	1.2448141904e-06	1.35485690832[sec/epoch]
[23100]training loss:	1.23959019982e-06	1.35433692932[sec/epoch]
[23200]training loss:	1.09715370174e-06	1.35622720003[sec/epoch]
[23300]training loss:	1.38215942901e-06	1.35648477077[sec/epoch]
[23400]training loss:	1.34050405721e-06	1.35847814083[sec/epoch]
[23500]training loss:	1.2349034542e-06	1.35436805964[sec/epoch]
[23600]training loss:	1.17318973714e-06	1.35362061024[sec/epoch]
[23700]training loss:	1.11751146368e-06	1.35589408875[sec/epoch]
[23800]training loss:	1.1527703868e-06	1.35408894062[sec/epoch]
[23900]training loss:	1.17945316074e-06	1.35284044027[sec/epoch]
[24000]training loss:	1.21518751992e-06	1.35555674076[sec/epoch]
[24100]training loss:	1.18726518739e-06	1.35261297941[sec/epoch]
[24200]training loss:	1.17023187664e-06	1.3527406311[sec/epoch]
[24300]training loss:	1.20451082381e-06	1.35442970991[sec/epoch]
[24400]training loss:	1.22214671615e-06	1.35549416065[sec/epoch]
[24500]training loss:	1.072628139e-06	1.35734095097[sec/epoch]
[24600]training loss:	1.04053197911e-06	1.35432184935[sec/epoch]
[24700]training loss:	9.25363712319e-07	1.35425539017[sec/epoch]
[24800]training loss:	1.25987248288e-06	1.48615308046[sec/epoch]
[24900]training loss:	1.17102679338e-06	1.35545454025[sec/epoch]
[25000]training loss:	1.00021214975e-06	1.35466740847[sec/epoch]
[25100]training loss:	1.11328641063e-06	1.3548852706[sec/epoch]
[25200]training loss:	1.05176194197e-06	1.35664206028[sec/epoch]
[25300]training loss:	1.04825720873e-06	1.35707124949[sec/epoch]
[25400]training loss:	1.05369396595e-06	1.35586225033[sec/epoch]
[25500]training loss:	9.28223898606e-07	1.35500776052[sec/epoch]
[25600]training loss:	9.54903953243e-07	1.35845952988[sec/epoch]
[25700]training loss:	9.39707197084e-07	1.35561129093[sec/epoch]
[25800]training loss:	1.01230684915e-06	1.35551396847[sec/epoch]
[25900]training loss:	9.08180031775e-07	1.35411643982[sec/epoch]
[26000]training loss:	9.14156238779e-07	1.35336081982[sec/epoch]
[26100]training loss:	1.09068787424e-06	1.35856193066[sec/epoch]
[26200]training loss:	8.79745662913e-07	1.35247632027[sec/epoch]
[26300]training loss:	1.10659811521e-06	1.3589807415[sec/epoch]
[26400]training loss:	8.47239918052e-07	1.35670789003[sec/epoch]
[26500]training loss:	8.6258344277e-07	1.35283759117[sec/epoch]
[26600]training loss:	8.16883006006e-07	1.35569474936[sec/epoch]
[26700]training loss:	8.72278252071e-07	1.35484567165[sec/epoch]
[26800]training loss:	9.10110806345e-07	1.35318845987[sec/epoch]
[26900]training loss:	8.77032612657e-07	1.35324596882[sec/epoch]
[27000]training loss:	8.69801266218e-07	1.35668792009[sec/epoch]
[27100]training loss:	8.23927382384e-07	1.35534025908[sec/epoch]
[27200]training loss:	8.39584802202e-07	1.3570423007[sec/epoch]
[27300]training loss:	8.14322530377e-07	1.35658564091[sec/epoch]
[27400]training loss:	7.91448022055e-07	1.35744954109[sec/epoch]
[27500]training loss:	7.82342344838e-07	1.35547550917[sec/epoch]
[27600]training loss:	8.09552515457e-07	1.35698034048[sec/epoch]
[27700]training loss:	7.43470798515e-07	1.35750427008[sec/epoch]
[27800]training loss:	8.12894899299e-07	1.35596864939[sec/epoch]
[27900]training loss:	7.25393939053e-07	1.35757272005[sec/epoch]
[28000]training loss:	7.45673649803e-07	1.35690123081[sec/epoch]
[28100]training loss:	7.25513588134e-07	1.3577712512[sec/epoch]
[28200]training loss:	7.17131758457e-07	1.35633679152[sec/epoch]
[28300]training loss:	7.07702117389e-07	1.3569247508[sec/epoch]
[28400]training loss:	7.89183508863e-07	1.35785143137[sec/epoch]
[28500]training loss:	7.28190405591e-07	1.35668697834[sec/epoch]
[28600]training loss:	7.13649735024e-07	1.35681225061[sec/epoch]
[28700]training loss:	6.40754708479e-07	1.35536426067[sec/epoch]
[28800]training loss:	7.42561891769e-07	1.35528988123[sec/epoch]
[28900]training loss:	6.79690121541e-07	1.3516209197[sec/epoch]
[29000]training loss:	7.17909550976e-07	1.34659301996[sec/epoch]
[29100]training loss:	6.67292551217e-07	1.34485167027[sec/epoch]
[29200]training loss:	6.51697381258e-07	1.34959053993[sec/epoch]
[29300]training loss:	6.22164857259e-07	1.34774111032[sec/epoch]
[29400]training loss:	5.62587662687e-07	1.34545226812[sec/epoch]
[29500]training loss:	6.20176315994e-07	1.3463399291[sec/epoch]
[29600]training loss:	6.36151379134e-07	1.34514649153[sec/epoch]
[29700]training loss:	6.26536458378e-07	1.34528230906[sec/epoch]
[29800]training loss:	6.10787390891e-07	1.348271029[sec/epoch]
[29900]training loss:	6.08934447019e-07	1.34362179995[sec/epoch]
[30000]training loss:	6.7675916003e-07	1.34682945013[sec/epoch]
[30100]training loss:	5.33012364876e-07	1.34648035049[sec/epoch]
[30200]training loss:	6.03291721405e-07	1.34705461979[sec/epoch]
[30300]training loss:	5.61137138066e-07	1.34349035978[sec/epoch]
[30400]training loss:	5.16943155254e-07	1.34474046946[sec/epoch]
[30500]training loss:	5.54205649274e-07	1.3467098403[sec/epoch]
[30600]training loss:	5.75078718042e-07	1.34621115208[sec/epoch]
[30700]training loss:	5.2696387601e-07	1.34554682016[sec/epoch]
[30800]training loss:	5.35337143575e-07	1.34767674923[sec/epoch]
[30900]training loss:	4.79494279128e-07	1.34281955004[sec/epoch]
[31000]training loss:	5.05591375222e-07	1.34856055021[sec/epoch]
[31100]training loss:	4.64910283541e-07	1.34635792017[sec/epoch]
[31200]training loss:	5.16833538175e-07	1.3449592185[sec/epoch]
[31300]training loss:	4.5351341462e-07	1.34505863905[sec/epoch]
[31400]training loss:	4.48409587585e-07	1.34794351101[sec/epoch]
[31500]training loss:	4.31754038672e-07	1.34847446918[sec/epoch]
[31600]training loss:	4.92986587095e-07	1.34821635962[sec/epoch]
[31700]training loss:	4.26028778711e-07	1.34709539175[sec/epoch]
[31800]training loss:	5.49229335233e-07	1.34887115955[sec/epoch]
[31900]training loss:	4.59554149814e-07	1.34892269135[sec/epoch]
[32000]training loss:	4.4809789732e-07	1.34879853964[sec/epoch]
[32100]training loss:	4.10949797522e-07	1.34736164093[sec/epoch]
[32200]training loss:	4.14270463734e-07	1.34518592119[sec/epoch]
[32300]training loss:	3.77453860975e-07	1.34628120899[sec/epoch]
[32400]training loss:	4.13236689796e-07	1.34712774992[sec/epoch]
[32500]training loss:	4.61449867498e-07	1.34521554947[sec/epoch]
[32600]training loss:	3.85053708945e-07	1.34565893888[sec/epoch]
[32700]training loss:	4.30498678752e-07	1.34858640909[sec/epoch]
[32800]training loss:	3.73728974896e-07	1.34952669144[sec/epoch]
[32900]training loss:	3.63845431664e-07	1.34736105919[sec/epoch]
[33000]training loss:	3.46947534567e-07	1.34569228888[sec/epoch]
[33100]training loss:	3.52925615682e-07	1.34677338123[sec/epoch]
[33200]training loss:	3.72847297871e-07	1.34757339001[sec/epoch]
[33300]training loss:	3.14601052334e-07	1.34774834871[sec/epoch]
[33400]training loss:	3.38056240868e-07	1.34840936184[sec/epoch]
[33500]training loss:	3.79957084372e-07	1.34836931944[sec/epoch]
[33600]training loss:	3.6882678008e-07	1.3440632081[sec/epoch]
[33700]training loss:	3.1675631592e-07	1.34853388071[sec/epoch]
[33800]training loss:	3.20439824583e-07	1.34795137167[sec/epoch]
[33900]training loss:	3.03958696543e-07	1.34675107956[sec/epoch]
[34000]training loss:	2.68522816983e-07	1.34430239916[sec/epoch]
[34100]training loss:	3.81030361615e-07	1.34962431908[sec/epoch]
[34200]training loss:	3.49688806719e-07	1.34733897924[sec/epoch]
[34300]training loss:	3.0562222666e-07	1.34757148027[sec/epoch]
[34400]training loss:	2.90620359598e-07	1.34805433989[sec/epoch]
[34500]training loss:	2.81132345506e-07	1.35126149178[sec/epoch]
[34600]training loss:	2.44456650119e-07	1.34841974974[sec/epoch]
[34700]training loss:	2.86274242704e-07	1.34849836111[sec/epoch]
[34800]training loss:	2.5342786911e-07	1.34976988077[sec/epoch]
[34900]training loss:	2.61674891461e-07	1.35039193869[sec/epoch]
[35000]training loss:	2.26881813359e-07	1.35039714098[sec/epoch]
[35100]training loss:	2.63557141274e-07	1.3483041501[sec/epoch]
[35200]training loss:	2.98981518941e-07	1.34714448929[sec/epoch]
[35300]training loss:	2.30873190572e-07	1.34827788115[sec/epoch]
[35400]training loss:	2.53814229809e-07	1.46648957968[sec/epoch]
[35500]training loss:	2.50305031777e-07	1.35501255989[sec/epoch]
[35600]training loss:	2.3565094079e-07	1.34868275881[sec/epoch]
[35700]training loss:	2.40542754505e-07	1.34920023918[sec/epoch]
[35800]training loss:	2.62816959576e-07	1.34801471949[sec/epoch]
[35900]training loss:	2.43124892645e-07	1.34794020891[sec/epoch]
[36000]training loss:	2.48259458764e-07	1.34779936075[sec/epoch]
[36100]training loss:	3.0215727233e-07	1.34666283131[sec/epoch]
[36200]training loss:	2.2324681108e-07	1.34913028955[sec/epoch]
[36300]training loss:	2.1506979226e-07	1.34595023155[sec/epoch]
[36400]training loss:	2.34032701672e-07	1.34915369034[sec/epoch]
[36500]training loss:	2.05198890086e-07	1.34736782074[sec/epoch]
[36600]training loss:	1.86690470795e-07	1.34839071989[sec/epoch]
[36700]training loss:	2.59533224362e-07	1.3470779705[sec/epoch]
[36800]training loss:	2.01558173608e-07	1.34768353939[sec/epoch]
[36900]training loss:	2.06506559731e-07	1.3477150321[sec/epoch]
[37000]training loss:	1.84533682198e-07	1.34765578985[sec/epoch]
[37100]training loss:	1.81268467603e-07	1.34577178955[sec/epoch]
[37200]training loss:	2.10416743872e-07	1.35025812864[sec/epoch]
[37300]training loss:	1.75803929457e-07	1.34839773893[sec/epoch]
[37400]training loss:	1.7797673986e-07	1.34655645847[sec/epoch]
[37500]training loss:	1.67052220227e-07	1.34897739887[sec/epoch]
[37600]training loss:	1.79431821141e-07	1.34738752127[sec/epoch]
[37700]training loss:	1.64081167454e-07	1.34870698929[sec/epoch]
[37800]training loss:	1.52201825374e-07	1.34530143976[sec/epoch]
[37900]training loss:	1.93030971768e-07	1.34629621983[sec/epoch]
[38000]training loss:	1.57947627054e-07	1.34761890888[sec/epoch]
[38100]training loss:	1.72566624407e-07	1.35354846001[sec/epoch]
[38200]training loss:	1.65902784287e-07	1.34716185093[sec/epoch]
[38300]training loss:	1.40189641947e-07	1.3470184207[sec/epoch]
[38400]training loss:	1.67013709098e-07	1.34604970932[sec/epoch]
[38500]training loss:	1.45351842006e-07	1.34862793207[sec/epoch]
[38600]training loss:	1.67620479867e-07	1.34599384069[sec/epoch]
[38700]training loss:	1.62265724161e-07	1.34752899885[sec/epoch]
[38800]training loss:	1.68585389437e-07	1.34708861828[sec/epoch]
[38900]training loss:	1.73062675678e-07	1.34622566223[sec/epoch]
[39000]training loss:	1.34755833697e-07	1.34673432112[sec/epoch]
[39100]training loss:	1.26377559318e-07	1.40890393972[sec/epoch]
[39200]training loss:	1.44524872465e-07	1.62832532883[sec/epoch]
[39300]training loss:	1.44755479899e-07	1.46671510935[sec/epoch]
[39400]training loss:	1.41679724994e-07	1.48472656012[sec/epoch]
[39500]training loss:	1.34609597973e-07	1.45820662975[sec/epoch]
[39600]training loss:	1.37549388014e-07	1.51047379971[sec/epoch]
[39700]training loss:	1.14066097012e-07	1.50079463959[sec/epoch]
[39800]training loss:	1.48702301059e-07	1.52743603945[sec/epoch]
[39900]training loss:	1.23199775643e-07	1.50050643921[sec/epoch]
54396.3204689[sec]
,predict price=100,real price=100
0,predict price=100.465384871,real price=100.47860234,predict ratio=0.00465385,real ratio=0.00478602
1,predict price=99.5640838828,real price=99.9625854607,predict ratio=-0.00897126,real ratio=-0.00513559
2,predict price=100.994104662,real price=100.895917184,predict ratio=0.0143628,real ratio=0.00933681
3,predict price=103.835519787,real price=100.138754863,predict ratio=0.0281345,real ratio=-0.00750439
4,predict price=102.799779692,real price=99.3066695703,predict ratio=-0.00997481,real ratio=-0.00830932
5,predict price=102.305394147,real price=100.007607601,predict ratio=-0.00480921,real ratio=0.00705832
6,predict price=105.07593545,real price=99.8753247034,predict ratio=0.0270811,real ratio=-0.00132273
