,loss,sec
0,0.00366256895818,0.0142350292206
100,0.000394367931509,1.40042324066
200,0.00023906780897,1.40031125069
300,0.000305861847377,1.39570816994
400,0.000191850342641,1.40302953959
500,0.000256900209934,1.39893524885
600,0.000196641151744,1.39992030859
700,0.000179650752168,1.39898277998
800,0.000152750504448,1.399898839
900,0.000153278748162,1.39613512039
1000,0.000140436361299,1.39693606138
1100,0.000149847265627,1.39998934984
1200,0.000126234537579,1.40172990799
1300,0.000122848383494,1.39750933886
1400,0.000137161463499,1.40235949993
1500,0.000122996304478,1.40852365971
1600,0.000131047404322,1.39263626099
1700,0.000138064638074,1.42988538027
1800,0.00011945515871,1.46711919069
1900,0.000102354330011,1.47566019058
2000,9.96770410749e-05,1.4730960989
2100,9.29534680357e-05,1.46677502871
2200,8.08974544175e-05,1.45539121866
2300,7.41695985198e-05,1.42088828087
2400,7.28622605828e-05,1.4016684103
2500,5.82937531075e-05,1.41361572981
2600,5.73341844996e-05,1.41370432854
2700,5.00037414512e-05,1.41182843924
2800,4.27443822111e-05,1.40998013973
2900,4.93454556961e-05,1.4143355298
3000,4.01449291722e-05,1.4137400794
3100,3.24211524505e-05,1.41629850864
3200,4.19765649559e-05,1.41083159924
3300,3.29469422516e-05,1.405719769
3400,3.39390428149e-05,1.40471972942
3500,2.9296828679e-05,1.4031467104
3600,3.3652103555e-05,1.40677365065
3700,3.41632648518e-05,1.40425935984
3800,3.28708372667e-05,1.40541483164
3900,2.47009325233e-05,1.40472373009
4000,3.40556756495e-05,1.39834421873
4100,2.96468190898e-05,1.39390853882
4200,2.8869366935e-05,1.3972637701
4300,2.93829453815e-05,1.39494226933
4400,3.19444684704e-05,1.3929836297
4500,2.87906824317e-05,1.39992035151
4600,2.63731681595e-05,1.41340775967
4700,3.3284978647e-05,1.4112647295
4800,2.64982993126e-05,1.43112195015
4900,1.93794426435e-05,1.40301529884
5000,2.13938535461e-05,1.40546838999
5100,2.80219920617e-05,1.40597379923
5200,1.95193799874e-05,1.40947076797
5300,2.62801186182e-05,1.4046219492
5400,1.88028513405e-05,1.4045017004
5500,2.10758635627e-05,1.40860862017
5600,2.25287466923e-05,1.41020495892
5700,2.34398267869e-05,1.41046403885
5800,1.95058543652e-05,1.41057798862
5900,1.98119531361e-05,1.40824761868
6000,2.15040115443e-05,1.41290010929
6100,1.96842256149e-05,1.4159987998
6200,2.93240147202e-05,1.42094468117
6300,2.15302003964e-05,1.40965317011
6400,1.59976280932e-05,1.41119118929
6500,1.55749148689e-05,1.4125047493
6600,1.52015448916e-05,1.41237480879
6700,1.72862017184e-05,1.4177837491
6800,1.84742185459e-05,1.41525943041
6900,1.88708072528e-05,1.41268121958
7000,1.42527263195e-05,1.41421146154
7100,1.43289676328e-05,1.41646435022
7200,1.91678332876e-05,1.41364269018
7300,1.3132333008e-05,1.41362076044
7400,1.32684837904e-05,1.43006455183
7500,1.46150123328e-05,1.41255118132
7600,1.35788546973e-05,1.40588727951
7700,1.37128548599e-05,1.40909368992
