,predict price,real price,predict ratio,real ratio
170,103.2126437,107.3190156,-0.000237288,0.00253324
171,103.1551986,106.8394379,-0.00055657,-0.00446871
172,103.1503108,107.1015508,-4.74E-05,0.00245333
173,102.8635968,104.9240722,-0.00277957,-0.020331
174,102.6714432,105.4326291,-0.00186804,0.0048469
175,102.7913156,104.4936176,0.00116753,-0.00890627
176,102.6000335,103.62599,-0.00186088,-0.00830316
177,102.8759965,103.502768,0.0026897,-0.0011891
178,102.8053704,103.0412175,-0.000686517,-0.00445931
179,102.9876227,103.9567833,0.00177279,0.00888543
180,103.0139854,104.4128003,0.00025598,0.0043866
181,103.1861067,103.3088639,0.00167085,-0.0105728
182,102.5872365,101.2666293,-0.00580379,-0.0197682
183,102.2287237,100.6840885,-0.00349471,-0.00575254
184,102.1819721,100.5349474,-0.000457324,-0.00148128
185,102.2032343,101.0510396,0.000208082,0.00513346
186,102.4223229,102.5044982,0.00214366,0.0143834
187,102.8352126,103.7442653,0.00403125,0.0120948
188,102.9355907,105.8212658,0.000976106,0.0200204
189,102.9773922,106.0547445,0.000406094,0.00220635
190,102.4717889,106.149344,-0.00490985,0.000891987
191,102.4765171,106.1910469,4.61E-05,0.00039287
192,101.7239519,105.4848124,-0.00734378,-0.0066506
193,101.6897555,106.6734546,-0.000336168,0.0112684
194,101.7415824,105.2345949,0.000509657,-0.0134885
195,101.7320602,105.1784081,-9.36E-05,-0.000533919
196,101.7603243,105.397288,0.000277828,0.00208103
197,102.1713688,106.6265633,0.00403934,0.0116633
198,101.9208822,106.1108277,-0.00245163,-0.00483684
199,101.8652654,105.7304397,-0.000545686,-0.00358482
200,102.1095913,105.7038073,0.00239852,-0.000251889
201,101.291918,104.104751,-0.0080078,-0.0151277
202,100.9177289,103.1676147,-0.00369417,-0.00900186
203,100.816082,102.2115309,-0.00100723,-0.00926729
204,100.8357902,102.0302239,0.000195486,-0.00177384
205,100.7122147,102.0735834,-0.00122551,0.000424967
206,100.0773468,104.0172152,-0.00630378,0.0190415
207,99.91211624,106.3077922,-0.00165103,0.0220211
208,100.0627783,107.8279293,0.00150795,0.0142994
209,100.589279,107.7035224,0.0052617,-0.00115375
210,100.6776409,108.6445356,0.000878442,0.00873707
211,100.7770015,110.6050326,0.000986919,0.0180451
212,101.1727744,111.0097982,0.00392721,0.00365956
213,101.0026311,109.6556443,-0.00168171,-0.0121985
214,101.3044087,110.7456836,0.00298782,0.00994057
215,101.3925666,111.2773296,0.000870228,0.0048006
216,101.3907328,111.4206955,-1.81E-05,0.00128837
217,101.2642884,111.1177081,-0.0012471,-0.00271931
218,101.275565,111.5462759,0.000111358,0.00385688
219,101.5439743,112.4453562,0.00265029,0.00806015
220,101.7720193,112.2360133,0.00224578,-0.00186173
221,101.976886,112.3109405,0.002013,0.000667586
222,102.0148003,112.2116358,0.000371793,-0.000884194
223,102.2280508,112.8729807,0.00209039,0.00589373
224,102.1806712,114.7728042,-0.000463469,0.0168315
225,102.029343,114.7118892,-0.00148099,-0.000530744
226,101.8949201,115.7876747,-0.00131749,0.00937815
227,102.2171518,116.8965579,0.00316239,0.00957687
228,102.4944252,119.6931033,0.00271259,0.0239232
229,102.1777237,118.2668522,-0.00308994,-0.0119159
230,102.3440915,117.0974106,0.00162822,-0.00988816
231,102.0477165,121.6083541,-0.00289587,0.038523
232,101.7440878,122.4588864,-0.00297536,0.00699403
233,101.2831353,125.909713,-0.00453051,0.0281795
234,102.4428069,124.8600766,0.0114498,-0.00833642
235,102.2804368,123.7886512,-0.00158498,-0.00858101
236,102.0908227,124.6192926,-0.00185386,0.00671016
237,102.2731164,125.4918555,0.0017856,0.00700183
238,102.4695259,127.2463113,0.00192044,0.0139806
239,102.5712527,128.1594037,0.000992753,0.00717579
240,102.685126,124.8769303,0.00111019,-0.0256124
241,102.6240366,124.9853003,-0.00059492,0.000867815
242,102.8482613,128.5625241,0.00218491,0.0286212
243,102.9372423,126.1667522,0.000865167,-0.0186351
244,103.0778947,123.5404468,0.00136639,-0.0208161
245,103.242053,125.1175991,0.00159257,0.0127663
246,103.3705895,128.7197987,0.001245,0.0287905
247,103.6146073,127.5141877,0.00236061,-0.00936617
248,103.5593256,128.0137943,-0.000533532,0.00391805
249,103.7185185,130.9262566,0.00153721,0.0227512
250,103.5658661,131.2173487,-0.0014718,0.00222333
251,103.3924187,131.837934,-0.00167475,0.00472945
252,103.7470656,132.6508934,0.00343011,0.00616635
253,103.3279878,130.1366163,-0.00403942,-0.0189541
254,103.5567782,135.047022,0.00221422,0.0377327
255,103.5184841,133.7902976,-0.000369789,-0.00930583
256,103.4002778,131.3881639,-0.00114189,-0.0179545
257,103.5010784,133.9322484,0.000974858,0.0193631
258,103.5831763,132.5455835,0.000793207,-0.0103535
259,103.5264376,133.2037532,-0.000547759,0.00496561
260,103.4866352,131.6316628,-0.000384467,-0.0118021
261,103.5010547,133.9701778,0.000139337,0.0177656
262,103.7384265,135.1003899,0.00229342,0.0084363
263,103.5230248,133.2255421,-0.00207639,-0.0138774
264,103.4080068,134.1303974,-0.00111104,0.00679191
265,103.7286674,137.3885968,0.00310093,0.0242913
266,103.2174897,134.2820004,-0.00492803,-0.0226117
267,103.4994661,132.575736,0.00273187,-0.0127066
268,103.9972332,136.1733455,0.00480937,0.0271363
269,104.0094904,136.7272521,0.000117861,0.00406766
270,104.1199225,137.26809,0.00106175,0.0039556
271,104.2215886,137.6351676,0.000976432,0.00267417
272,104.5728392,140.5663472,0.00337023,0.0212967
273,104.7325379,140.9882081,0.00152715,0.00300115
274,104.8287675,144.7053812,0.000918813,0.0263651
275,105.0358836,145.476166,0.00197576,0.00532658
276,105.1870169,145.072804,0.00143887,-0.0027727
277,105.2108909,144.1875173,0.000226967,-0.00610236
278,105.2795792,145.8547939,0.000652863,0.0115633
279,105.5001023,147.9724274,0.00209464,0.0145188
280,105.4148884,143.9633339,-0.000807714,-0.0270935
281,105.256139,146.8801561,-0.00150595,0.0202609
282,105.3224471,148.8528936,0.000629969,0.0134309
283,105.2300561,145.352242,-0.00087722,-0.0235175
284,105.4334301,147.801727,0.00193266,0.0168521
285,105.2258493,146.9200872,-0.00196883,-0.00596502
286,105.45566,147.1812567,0.00218398,0.00177763
287,105.304028,145.3219627,-0.00143787,-0.0126327
288,105.4256087,141.4046388,0.00115457,-0.0269562
289,105.6750656,145.6310821,0.00236619,0.029889
290,105.5305691,148.8393416,-0.00136737,0.02203
291,105.6722041,151.1848052,0.00134212,0.0157584
292,105.5713251,155.4133653,-0.000954641,0.0279695
293,105.6735801,155.4105352,0.000968587,-1.82E-05
294,105.7401797,156.5388606,0.000630239,0.00726029
295,106.1635566,159.6138892,0.00400394,0.0196439
296,106.4185453,158.8597051,0.00240185,-0.00472505
297,106.3998042,156.3919627,-0.000176108,-0.0155341
298,105.8173555,155.7532352,-0.00547415,-0.00408415
299,106.1962433,157.655164,0.00358058,0.0122112
300,105.8370198,155.7370947,-0.00338264,-0.0121662
301,105.5468057,156.8728404,-0.00274208,0.00729271
302,105.5444977,159.8401894,-2.19E-05,0.0189156
303,105.5746187,159.3840574,0.000285387,-0.00285368
304,106.0440634,163.0808447,0.00444657,0.0231942
305,105.9407683,164.0541389,-0.000974078,0.00596817
306,105.9761959,163.5599508,0.00033441,-0.00301235
307,106.0132205,163.2858275,0.000349367,-0.00167598
308,106.4049915,161.3206254,0.00369549,-0.0120354
309,106.3968039,167.0482355,-7.69E-05,0.0355045
310,106.9660394,168.290476,0.00535012,0.00743642
311,107.1285244,167.1806495,0.00151903,-0.00659471
312,107.0795786,172.0819781,-0.000456888,0.0293176
313,107.2031754,174.1396514,0.00115425,0.0119575
314,107.1921779,173.8593964,-0.000102585,-0.00160937
315,107.5262167,177.8365654,0.00311626,0.0228758
316,107.6388967,177.143998,0.00104793,-0.0038944
317,107.5384911,178.3323986,-0.0009328,0.00670867
318,107.8032795,180.955759,0.00246227,0.0147105
319,107.7884766,181.1938395,-0.000137314,0.00131568
320,107.9640279,184.0946363,0.00162867,0.0160094
321,107.8684956,170.626403,-0.000884853,-0.0731593
322,107.7486544,172.1398217,-0.00111099,0.00886978
323,107.7364075,168.6001822,-0.000113662,-0.0205626
324,108.017463,168.7707558,0.00260873,0.0010117
325,107.7567925,160.0835735,-0.00241323,-0.0514733
326,107.8604737,162.2689441,0.000962177,0.0136514
327,107.3888521,156.2289244,-0.00437252,-0.0372223
328,107.6078078,159.4324672,0.00203891,0.0205054
329,107.3768812,153.3197643,-0.002146,-0.0383404
330,106.7619994,152.0139053,-0.00572639,-0.00851723
331,106.8753933,151.7018525,0.00106212,-0.00205279
332,107.3967528,159.2020492,0.0048782,0.0494404
333,107.4379396,156.8862665,0.000383502,-0.0145462
334,107.1482751,156.5528848,-0.00269611,-0.00212499
335,106.7548937,146.6109691,-0.00367137,-0.0635052
336,107.1247527,149.4516793,0.00346456,0.0193758
337,106.8117553,153.5347567,-0.0029218,0.0273204
338,107.1395473,153.2303542,0.00306888,-0.00198263
339,107.4470593,156.033365,0.0028702,0.0182928
340,106.8985683,153.3163485,-0.00510476,-0.017413
341,105.9643637,155.8556012,-0.00873917,0.0165622
342,106.0448834,153.8841638,0.000759875,-0.0126491
343,105.6116965,152.7834025,-0.00408494,-0.00715318
344,105.9204928,151.1891664,0.00292388,-0.0104346
345,106.3320773,155.6602821,0.00388579,0.029573
346,106.5836212,161.1236626,0.00236565,0.0350981
347,106.3114145,163.1873412,-0.00255393,0.012808
348,106.4490961,166.088138,0.00129508,0.0177759
349,106.2564088,165.5794545,-0.00181014,-0.00306273
350,106.2682505,168.5764958,0.000111444,0.0181003
351,106.5190951,166.2130049,0.00236049,-0.0140203
352,106.8365946,170.4958764,0.00298068,0.0257674
353,107.054612,169.8326333,0.00204066,-0.00389008
354,107.0126221,170.492103,-0.000392228,0.00388306
355,107.4816889,170.8887466,0.00438328,0.00232646
356,107.4811982,171.9827894,-4.57E-06,0.00640208
357,107.4232675,172.1703316,-0.000538984,0.00109047
358,107.536424,174.4493583,0.00105337,0.013237
359,107.7637474,171.8742928,0.00211392,-0.0147611
360,107.7804895,172.6768868,0.00015536,0.00466966
361,107.7854325,174.0960627,4.59E-05,0.00821868
362,107.8200303,173.5396826,0.000320988,-0.00319582
363,107.8557557,171.5564532,0.000331342,-0.0114281
364,107.8240007,166.4561586,-0.000294421,-0.0297295
365,107.8277319,160.9329333,3.46E-05,-0.0331813
366,107.7397586,163.3913803,-0.000815868,0.0152762
367,107.7714064,161.0176392,0.000293743,-0.0145279
368,107.6938006,164.9929101,-0.000720097,0.0246884
369,107.9910706,170.4164745,0.00276033,0.0328715
370,108.0893058,167.9647461,0.00090966,-0.0143867
371,107.989125,169.6495666,-0.000926834,0.0100308
372,107.7284377,162.8626797,-0.00241401,-0.0400053
373,107.627938,160.2782957,-0.000932898,-0.0158685
374,107.7639597,160.3917507,0.00126381,0.000707862
375,107.5348006,159.2636553,-0.00212649,-0.00703338
376,107.5047806,163.3581563,-0.000279166,0.0257089
377,107.5815477,165.5158475,0.00071408,0.0132083
378,107.3044216,162.0144942,-0.00257596,-0.0211542
379,106.6465727,160.8031196,-0.00613068,-0.00747695
380,106.6153322,162.0756277,-0.000292934,0.00791345
381,106.451457,157.8140851,-0.00153707,-0.0262935
382,106.3867864,158.1433482,-0.000607513,0.0020864
383,106.1333838,157.4464207,-0.0023819,-0.00440694
384,106.3539065,160.9261,0.00207779,0.0221007
385,106.4336685,160.6401964,0.000749968,-0.00177661
386,106.3040193,159.5339016,-0.00121812,-0.00688679
387,105.5691847,157.131768,-0.00691258,-0.0150572
388,105.5508048,158.5601358,-0.000174103,0.00909026
389,105.6731355,157.7255024,0.00115898,-0.00526383
390,105.5954833,164.6709641,-0.000734834,0.0440351
391,105.6405911,165.5595525,0.000427175,0.00539614
392,105.9113241,165.6885497,0.00256277,0.000779159
393,105.9403208,163.2852311,0.000273783,-0.014505
394,105.897456,167.3426309,-0.000404613,0.0248485
395,106.3138328,169.9122779,0.00393189,0.0153556
396,106.7948519,169.9324218,0.00452452,0.000118555
397,107.1275151,169.4871153,0.00311497,-0.00262049
398,107.0196393,169.692098,-0.00100699,0.00120943
399,107.2023107,168.5965252,0.0017069,-0.00645624
400,107.7757323,170.8782668,0.00534897,0.0135337
401,108.0367073,173.9508108,0.00242146,0.0179809
402,108.0585406,173.6709124,0.000202091,-0.00160907
403,107.5671487,173.5553522,-0.00454746,-0.000665398
404,107.3048422,172.2350093,-0.00243854,-0.00760762
405,107.174579,174.3388607,-0.00121395,0.012215
406,107.2697983,173.8788402,0.00088845,-0.00263866
407,107.1273511,170.2944263,-0.00132793,-0.0206144
408,106.7813462,170.6351132,-0.00322985,0.00200058
409,107.001416,166.9333788,0.00206094,-0.0216939
410,106.7700478,166.7774041,-0.00216229,-0.000934353
411,106.4207444,165.2113189,-0.00327155,-0.00939027
412,106.5998805,163.197005,0.00168328,-0.0121923
413,106.2309672,163.6834163,-0.00346073,0.00298052
414,105.7836423,165.3707102,-0.00421087,0.0103083
415,105.8770281,167.2186956,0.000882801,0.0111748
416,106.5726008,169.6929263,0.00656963,0.0147964
417,106.8746795,170.126441,0.00283449,0.0025547
418,106.8133187,170.4280135,-0.000574138,0.00177264
419,107.2674495,171.8342357,0.00425163,0.00825112
420,107.3221669,171.5400835,0.000510102,-0.00171184
421,107.3866326,173.0954466,0.000600675,0.00906705
422,107.3868399,173.3272803,1.93E-06,0.00133934
423,107.5950816,169.9439606,0.00193917,-0.0195198
424,107.551263,170.6550268,-0.000407254,0.00418412
425,107.8418964,165.9638579,0.00270228,-0.0274892
426,107.9937556,169.5904351,0.00140817,0.0218516
427,107.874124,168.7651087,-0.00110776,-0.00486659
428,108.1794485,170.8427994,0.00283038,0.0123111
429,107.9913872,168.7881977,-0.00173842,-0.0120263
430,107.8808794,167.2995131,-0.0010233,-0.00881984
431,108.1597771,167.5798832,0.00258524,0.00167586
432,108.197206,168.8985695,0.000346052,0.007869
433,108.5132361,167.6160526,0.00292087,-0.00759341
434,108.2525533,165.947476,-0.00240231,-0.00995475
435,108.5634824,168.1037524,0.00287226,0.0129937
436,108.577472,171.8597982,0.000128862,0.0223436
437,108.5138586,171.6062905,-0.00058588,-0.00147508
438,108.6129275,175.2493647,0.000912961,0.0212293
439,108.7343332,178.659892,0.00111778,0.019461
440,108.9443217,178.6408065,0.00193121,-0.000106826
441,109.0134624,178.1962132,0.000634642,-0.00248876
442,109.0480022,177.6015469,0.00031684,-0.00333714
443,108.8467779,181.0121892,-0.00184528,0.0192039
444,109.0118262,181.2020899,0.00151634,0.0010491
445,109.1127997,183.9988653,0.000926262,0.0154346
446,109.1805369,182.7750086,0.000620799,-0.00665144
447,109.1850015,182.0020955,4.09E-05,-0.00422877
448,109.2603113,184.5023604,0.000689745,0.0137376
449,109.3370887,184.4222563,0.000702702,-0.000434163
450,109.0768438,185.536558,-0.00238021,0.00604212
451,108.6993229,181.510979,-0.00346105,-0.021697
452,108.6314569,178.7961942,-0.000624346,-0.0149566
453,108.4810263,180.2377575,-0.00138478,0.00806261
454,108.940306,184.3649997,0.00423373,0.0228989
455,109.0626924,183.9067394,0.00112343,-0.00248561
456,108.8978891,182.7728804,-0.00151109,-0.0061654
457,108.5515342,180.7320608,-0.00318055,-0.0111659
458,108.3165853,181.4540791,-0.0021644,0.00399497
459,108.3451606,178.5066324,0.000263812,-0.0162435
460,108.6546865,179.9876552,0.00285685,0.00829674
461,108.6852831,183.6297859,0.000281595,0.0202354
462,109.3148023,186.8272085,0.00579213,0.0174123
463,109.3997797,186.9591507,0.000777364,0.000706226
464,109.4711581,190.5936312,0.000652455,0.01944
465,110.092823,191.9173794,0.0056788,0.0069454
466,110.1773996,187.4122224,0.000768229,-0.0234745
467,110.1488533,186.298864,-0.000259094,-0.00594069
468,110.4009509,189.9163757,0.0022887,0.0194178
469,110.2513728,187.0758956,-0.00135486,-0.0149565
470,110.2082344,187.4496802,-0.000391273,0.00199804
471,110.1838775,181.6813221,-0.000221008,-0.0307728
472,110.117891,186.2324269,-0.000598876,0.0250499
473,110.4261312,185.5075786,0.00279918,-0.00389217
474,110.2721669,185.3574941,-0.00139427,-0.000809048
475,110.4108617,186.0819858,0.00125775,0.00390862
476,110.2942233,186.3764947,-0.0010564,0.00158268
477,110.1272801,184.9031222,-0.00151362,-0.00790536
478,109.6891027,181.3180063,-0.00397883,-0.0193892
479,108.715571,176.7728032,-0.00887537,-0.0250676
480,108.6528268,176.4715759,-0.000577141,-0.00170404
481,108.8619832,181.2278934,0.001925,0.0269523
482,108.3337407,176.7884603,-0.00485241,-0.0244964
483,108.6020301,175.6984325,0.00247651,-0.00616572
484,108.2775936,172.2185114,-0.00298739,-0.0198062
485,107.3766205,165.024719,-0.00832096,-0.0417713
486,107.5308891,167.0498814,0.0014367,0.0122719
487,107.4956577,166.7523124,-0.000327639,-0.00178132
488,107.9508801,170.3722975,0.0042348,0.0217088
489,108.2523776,173.3872394,0.00279291,0.0176962
490,108.3087638,174.3499266,0.000520878,0.00555224
491,108.7865038,171.224371,0.00441091,-0.0179269
492,108.9667284,168.6125493,0.00165668,-0.0152538
493,109.2718036,174.85861,0.00279971,0.0370439
494,109.1602597,173.9549396,-0.00102079,-0.00516801
495,108.951143,170.2164376,-0.00191569,-0.0214912
496,109.1519263,175.1228395,0.00184288,0.0288245
497,109.1262558,174.7931047,-0.000235181,-0.00188288
498,109.356469,177.3131568,0.0021096,0.0144173
499,109.3419675,176.3633083,-0.000132607,-0.0053569
500,109.3697188,175.799508,0.000253802,-0.00319681
501,109.5292994,174.8330473,0.00145909,-0.00549752
502,109.6924884,172.6084474,0.00148991,-0.0127241
503,109.0255654,173.4242368,-0.00607993,0.00472624
504,109.6956545,175.499339,0.00614616,0.0119655
505,109.6613816,178.2926979,-0.000312436,0.0159166
506,109.7905539,179.9339403,0.00117792,0.00920533
507,109.7224971,178.1205827,-0.000619879,-0.0100779
508,109.643024,179.3453943,-0.00072431,0.00687631
509,109.4931255,174.7072253,-0.00136715,-0.0258617
510,109.4305332,174.5374801,-0.000571655,-0.000971598
511,108.7932763,168.7848942,-0.00582339,-0.032959
512,108.6649759,168.1959916,-0.0011793,-0.00348907
513,109.2202881,169.7698422,0.00511031,0.00935724
514,109.4319786,170.3735853,0.0019382,0.00355624
515,109.2313006,167.5664559,-0.00183382,-0.0164763
516,109.4619635,170.5241413,0.00211169,0.0176508
517,109.2621704,169.9102744,-0.00182523,-0.00359988
518,109.5386477,170.5460568,0.0025304,0.00374187
519,109.3718425,172.2628017,-0.0015228,0.0100662
520,109.3304884,173.124424,-0.000378106,0.00500179
521,109.5263983,174.6770723,0.00179191,0.0089684
522,109.8248828,174.2548663,0.00272523,-0.00241707
523,110.1108455,176.0729291,0.00260381,0.0104334
524,110.2532572,177.5520651,0.00129335,0.0084007
525,110.1966044,177.4565223,-0.000513842,-0.000538111
526,109.8323943,174.4534756,-0.00330509,-0.0169227
527,109.3742834,172.074201,-0.004171,-0.0136384
528,109.3073239,168.4554008,-0.000612205,-0.0210305
