,predict price,100,real price,100
0,predict price,100.554068014,real price,98.8412803039,predict ratio,0.00554068,real ratio,-0.0115872
1,predict price,100.8632609,real price,99.2171932167,predict ratio,0.00307489,real ratio,0.0038032
2,predict price,101.685561577,real price,99.5190072403,predict ratio,0.00815263,real ratio,0.00304195
3,predict price,101.90569102,real price,98.7852085987,predict ratio,0.00216481,real ratio,-0.00737345
4,predict price,102.754992756,real price,100.133230734,predict ratio,0.00833419,real ratio,0.013646
5,predict price,102.50534699,real price,99.73718538,predict ratio,-0.00242952,real ratio,-0.00395518
6,predict price,103.395302277,real price,100.728851783,predict ratio,0.00868204,real ratio,0.0099428
7,predict price,104.13811914,real price,101.778476644,predict ratio,0.00718424,real ratio,0.0104203
8,predict price,104.67999073,real price,103.270819625,predict ratio,0.00520339,real ratio,0.0146627
9,predict price,105.277418683,real price,103.265401123,predict ratio,0.00570718,real ratio,-5.24689e-05
10,predict price,105.811676899,real price,103.494289701,predict ratio,0.00507477,real ratio,0.00221651
11,predict price,106.135276649,real price,104.653009411,predict ratio,0.00305826,real ratio,0.011196
12,predict price,106.754175805,real price,104.249877442,predict ratio,0.00583123,real ratio,-0.00385208
13,predict price,107.301987824,real price,104.15268953,predict ratio,0.00513153,real ratio,-0.000932259
14,predict price,107.21396075,real price,103.58523085,predict ratio,-0.000820368,real ratio,-0.00544833
15,predict price,107.633568883,real price,103.696672525,predict ratio,0.00391375,real ratio,0.00107585
16,predict price,107.909998452,real price,103.782436718,predict ratio,0.00256825,real ratio,0.000827068
17,predict price,108.86998979,real price,104.572077018,predict ratio,0.00889622,real ratio,0.00760861
18,predict price,109.072726773,real price,104.043249588,predict ratio,0.00186219,real ratio,-0.00505706
19,predict price,110.275881503,real price,105.189130539,predict ratio,0.0110308,real ratio,0.0110135
20,predict price,110.284366982,real price,105.051528198,predict ratio,7.69477e-05,real ratio,-0.00130814
21,predict price,111.171076067,real price,106.206831136,predict ratio,0.00804021,real ratio,0.0109975
22,predict price,111.382691809,real price,106.049568024,predict ratio,0.00190351,real ratio,-0.00148073
23,predict price,112.045557324,real price,105.400820321,predict ratio,0.00595124,real ratio,-0.0061174
24,predict price,112.122163573,real price,106.013513697,predict ratio,0.000683706,real ratio,0.00581298
25,predict price,112.768463722,real price,106.636583928,predict ratio,0.00576425,real ratio,0.00587727
26,predict price,113.211900844,real price,109.090072503,predict ratio,0.00393228,real ratio,0.0230079
27,predict price,112.549085481,real price,108.828074685,predict ratio,-0.00585464,real ratio,-0.00240167
28,predict price,113.63920717,real price,110.548834432,predict ratio,0.00968574,real ratio,0.0158117
29,predict price,114.274358601,real price,111.477710648,predict ratio,0.00558919,real ratio,0.00840241
30,predict price,114.804922817,real price,112.549492668,predict ratio,0.0046429,real ratio,0.00961432
31,predict price,114.934327421,real price,113.039205608,predict ratio,0.00112717,real ratio,0.00435109
32,predict price,115.528666211,real price,113.64954064,predict ratio,0.00517112,real ratio,0.00539932
33,predict price,116.158616466,real price,113.491092591,predict ratio,0.00545276,real ratio,-0.00139418
34,predict price,116.556320201,real price,114.5347122,predict ratio,0.0034238,real ratio,0.00919561
35,predict price,117.083092455,real price,114.543202337,predict ratio,0.00451947,real ratio,7.41272e-05
36,predict price,117.290169342,real price,114.356246752,predict ratio,0.00176863,real ratio,-0.00163218
37,predict price,117.853267048,real price,115.176867996,predict ratio,0.00480089,real ratio,0.00717601
38,predict price,118.153710817,real price,114.252811992,predict ratio,0.0025493,real ratio,-0.00802293
39,predict price,118.75713904,real price,113.534682139,predict ratio,0.00510715,real ratio,-0.00628545
40,predict price,117.766593989,real price,112.809362136,predict ratio,-0.00834093,real ratio,-0.00638853
41,predict price,118.75236607,real price,115.081796732,predict ratio,0.00837056,real ratio,0.020144
42,predict price,119.446034585,real price,116.97584521,predict ratio,0.0058413,real ratio,0.0164583
43,predict price,119.601505727,real price,116.506046103,predict ratio,0.0013016,real ratio,-0.00401621
44,predict price,120.427076457,real price,116.614657738,predict ratio,0.00690268,real ratio,0.00093224
45,predict price,121.917351202,real price,118.398667933,predict ratio,0.0123749,real ratio,0.0152983
46,predict price,122.336853409,real price,119.255815152,predict ratio,0.00344087,real ratio,0.0072395
47,predict price,122.983418771,real price,119.332974161,predict ratio,0.00528512,real ratio,0.000647004
48,predict price,123.48069294,real price,119.476225096,predict ratio,0.00404342,real ratio,0.00120043
49,predict price,124.104572866,real price,118.822415504,predict ratio,0.00505245,real ratio,-0.0054723
50,predict price,124.184872574,real price,119.300578195,predict ratio,0.000647033,real ratio,0.00402418
51,predict price,123.837353988,real price,117.938647424,predict ratio,-0.0027984,real ratio,-0.011416
52,predict price,124.820999706,real price,118.018406396,predict ratio,0.00794305,real ratio,0.000676275
53,predict price,126.256469803,real price,120.809291749,predict ratio,0.0115002,real ratio,0.0236479
54,predict price,125.99167925,real price,119.954272792,predict ratio,-0.00209724,real ratio,-0.00707743
55,predict price,126.221578765,real price,119.155797226,predict ratio,0.00182472,real ratio,-0.0066565
56,predict price,126.824557151,real price,118.787891287,predict ratio,0.00477714,real ratio,-0.0030876
57,predict price,127.860370105,real price,119.09783883,predict ratio,0.00816729,real ratio,0.00260925
58,predict price,128.470435008,real price,118.397137901,predict ratio,0.00477134,real ratio,-0.00588341
59,predict price,128.938253535,real price,115.682951363,predict ratio,0.00364145,real ratio,-0.0229244
60,predict price,129.078256627,real price,115.065897842,predict ratio,0.00108582,real ratio,-0.00533401
61,predict price,129.545665686,real price,112.361237003,predict ratio,0.00362113,real ratio,-0.0235053
62,predict price,128.319058504,real price,111.427298881,predict ratio,-0.00946853,real ratio,-0.00831192
63,predict price,129.648058865,real price,112.205388896,predict ratio,0.010357,real ratio,0.00698294
64,predict price,130.892993741,real price,113.538927206,predict ratio,0.00960242,real ratio,0.0118848
65,predict price,130.004727313,real price,111.567478199,predict ratio,-0.0067862,real ratio,-0.0173636
66,predict price,131.433755605,real price,111.497624386,predict ratio,0.0109921,real ratio,-0.000626113
67,predict price,133.189552458,real price,113.88373263,predict ratio,0.0133588,real ratio,0.0214005
68,predict price,132.741843858,real price,112.954499736,predict ratio,-0.00336144,real ratio,-0.00815949
69,predict price,133.217040778,real price,112.636200132,predict ratio,0.00357986,real ratio,-0.00281795
70,predict price,134.3336051,real price,112.410130109,predict ratio,0.00838154,real ratio,-0.00200708
71,predict price,133.794383214,real price,111.536853939,predict ratio,-0.00401405,real ratio,-0.00776866
72,predict price,135.176063876,real price,112.632070149,predict ratio,0.0103269,real ratio,0.00981932
73,predict price,136.001077718,real price,112.64173372,predict ratio,0.00610325,real ratio,8.57977e-05
74,predict price,137.053905827,real price,112.159440997,predict ratio,0.00774132,real ratio,-0.00428165
75,predict price,137.903800577,real price,110.502656333,predict ratio,0.00620117,real ratio,-0.0147717
76,predict price,138.915192568,real price,107.42668416,predict ratio,0.00733404,real ratio,-0.0278362
77,predict price,138.954981028,real price,108.163082754,predict ratio,0.000286423,real ratio,0.00685489
78,predict price,138.293868636,real price,106.553994678,predict ratio,-0.00475775,real ratio,-0.0148765
79,predict price,138.645498237,real price,106.136862061,predict ratio,0.00254263,real ratio,-0.00391475
80,predict price,139.661333357,real price,105.473147303,predict ratio,0.00732685,real ratio,-0.00625339
81,predict price,140.293023874,real price,105.715001183,predict ratio,0.00452302,real ratio,0.00229304
82,predict price,139.701795367,real price,104.853861935,predict ratio,-0.00421424,real ratio,-0.00814586
83,predict price,140.066273914,real price,103.680888518,predict ratio,0.00260898,real ratio,-0.0111867
84,predict price,140.8291929,real price,104.56936185,predict ratio,0.00544684,real ratio,0.00856931
85,predict price,139.89350783,real price,101.444266582,predict ratio,-0.00664411,real ratio,-0.0298854
86,predict price,140.949843901,real price,101.710267874,predict ratio,0.007551,real ratio,0.00262214
87,predict price,142.258733743,real price,102.834118199,predict ratio,0.00928621,real ratio,0.0110495
88,predict price,142.759691007,real price,100.799763912,predict ratio,0.00352145,real ratio,-0.0197829
89,predict price,143.421713452,real price,100.879637925,predict ratio,0.00463732,real ratio,0.000792403
90,predict price,144.22789401,real price,101.080018965,predict ratio,0.00562105,real ratio,0.00198634
91,predict price,144.248084995,real price,101.983459332,predict ratio,0.000139994,real ratio,0.00893787
92,predict price,145.35322578,real price,101.70203083,predict ratio,0.00766139,real ratio,-0.00275955
93,predict price,144.483331507,real price,100.636380548,predict ratio,-0.00598469,real ratio,-0.0104782
94,predict price,145.13417887,real price,99.4291244946,predict ratio,0.00450465,real ratio,-0.0119962
95,predict price,144.019829416,real price,97.7254485013,predict ratio,-0.00767806,real ratio,-0.0171346
96,predict price,144.986131767,real price,98.7429190107,predict ratio,0.00670951,real ratio,0.0104115
97,predict price,145.409455337,real price,100.527999138,predict ratio,0.00291975,real ratio,0.0180781
98,predict price,147.332228245,real price,101.778948376,predict ratio,0.0132232,real ratio,0.0124438
99,predict price,148.159059027,real price,99.6530664079,predict ratio,0.00561202,real ratio,-0.0208872
100,predict price,149.905177093,real price,101.60437137,predict ratio,0.0117854,real ratio,0.019581
101,predict price,149.068195425,real price,100.565572006,predict ratio,-0.00558341,real ratio,-0.010224
102,predict price,150.994472854,real price,101.167785012,predict ratio,0.0129221,real ratio,0.00598826
103,predict price,151.140329773,real price,100.944545018,predict ratio,0.000965975,real ratio,-0.00220663
104,predict price,152.760829668,real price,100.949618392,predict ratio,0.0107218,real ratio,5.0259e-05
105,predict price,154.033771346,real price,102.736688729,predict ratio,0.00833291,real ratio,0.0177026
106,predict price,153.972063549,real price,101.969205615,predict ratio,-0.000400612,real ratio,-0.00747039
107,predict price,155.735180781,real price,103.105296418,predict ratio,0.0114509,real ratio,0.0111415
108,predict price,156.29206183,real price,103.950663253,predict ratio,0.00357582,real ratio,0.00819906
109,predict price,155.173068229,real price,103.647664294,predict ratio,-0.00715963,real ratio,-0.00291483
110,predict price,156.073692205,real price,102.896908355,predict ratio,0.005804,real ratio,-0.00724335
111,predict price,155.414050207,real price,102.064863388,predict ratio,-0.00422648,real ratio,-0.0080862
112,predict price,156.363704082,real price,102.848256841,predict ratio,0.00611048,real ratio,0.00767545
