nk225,nk225o,dj,dax,usdjpy,eurjpy,oil,bond,gold,nk225n
2,-0.00699014445778445,5.67259773269768e-05,-0.00310430371661319,-0.0075473468917977,0.0209366065236294,-0.005782451963249,0.0177257225991085,-0.00359066813072867,0.00981087056425878,-0.00571420857097849
3,0.0047745860615116,-0.00758349534493696,0.00236090231056529,0.00997767408692241,-0.00138540569155232,0.00361794895367584,0.0502068088169931,0.00359066813072867,0,0.00316494587839244
4,-0.00514886309034424,0.0136537405108825,-0.001782649231858,0.00358811804727743,0,-0.0116238141302825,0.00301239945099319,0.00714288751238012,-0.00559442018532419,0.00542727260818054
5,0.0092934923232928,-0.00288653636055614,-0.00451225660657606,-0.0136198065184789,-0.00536862568337337,-0.00219458756697399,0.0370202374260651,-0.0107335556431088,-0.00986618292105401,-0.000207127348092584
6,-0.00753263847924224,0.00365909236701967,0.00581469476231788,-0.0116195916174942,-0.00762294423239052,-0.00366838269045822,-0.0432869400745406,-0.0181493185056772,-0.001417434680973,-0.00476538742803712
7,-0.0083440451742316,-0.0120908985591868,-0.0105996132428796,0.000788508714450131,-0.00865806274311431,-0.00663719250679939,0.0541529966491185,0.00729930248161154,-0.000709471473534506,-0.00144669501294103
8,0.00703353090694314,-0.00502535275913552,0.00495352523034676,0.00478892501472927,0.00618503444914165,-0.00593693766095615,0.00549874914596726,0.00362976805057863,-0.00355492731292362,0.00573346730589286
9,-0.00132361419310634,0.014213693225777,0.00668249068699112,0.00432627070643576,-0.00364795268232321,-0.00559807395895451,-0.018150121972476,-0.0145987994211525,-0.00571430126343841,0.00388624839294849
10,-0.00156996081062566,-0.00317083310605071,-0.00839166027906124,-0.00121465224331985,-0.00253708176681844,0.000374181482381886,0.0046796742782953,-0.0036832454162965,0,-0.00617579619630604
11,-0.01062763775316,-0.0116320053998802,-0.00652028063609578,-0.00593435697226319,0.0035598506371759,0,-0.0238481493298943,-0.00369686188132606,0.00428878427221768,-0.00521527699978641
12,-0.00412021286917508,-0.00966711855664038,-0.00752287575352462,-0.001595897010926,0.00877219864216716,0.00447929080404652,0.0434415114078051,-0.00371057939653574,0.0035599895198537,-0.00225732121471189
13,0.00453838826617847,-0.00116225708410056,-0.00234856766397584,-0.00280669751088602,-0.00804228936181151,-0.00149086870700543,-0.00218245394352978,0.00371057939653574,0.00708218257629145,-0.00247171994541162
14,-0.00111493204969904,0.00432398953547874,0.00892461434016667,0.00760093940934503,0.00339921659798215,0.00595018490376997,0.00805139808005695,-0.0111733005981253,0.000705467401392212,0.0061793747823593
15,0.0087987049185454,0.00753616267807189,0.00353337533613285,-0.00469457199560175,0.00483606707109629,-0.00259885054384501,0.0129200763651043,0.00373832211060721,-0.00353232440754514,0.00118770180512406
16,-0.00310416538103908,0.00380703194131016,-0.0029752969460386,0.000543263604143362,-0.00381855117547136,0.000743218168733684,0.00576001592532727,-0.00373832211060721,0.00423729447551491,-0.000608580474002807
17,-0.00182950369824297,-0.00490044766016595,-0.00384788889004106,-0.00346867025060682,-0.000484402257098893,0.0007426662056913,-0.0372740874679165,-0.0189041546391526,-0.000704970067969768,-0.00208598965795481
18,0.00590185774610319,-0.00330691288219498,0.00599892606279084,0.0125441239230319,0.00367558570212712,0.00148367979739117,-0.0162496619490939,0.00760459938521935,-0.000705467401392212,0.00301890529026672
19,-0.000280168753004517,0.0110067526943247,0.00589302661422586,0.00588649146334497,0.00371022180982372,0.0033302528466006,0.0171324693337294,-0.0191210414467786,-0.0049522563184663,0.00420218405829154
