,loss,sec
14400,1.42860626143e-05,18.3717036581
14500,1.81022074281e-05,18.6487687683
14600,1.65051526644e-05,19.0792810202
14700,1.44599706424e-05,18.8049701285
14800,1.42653936031e-05,17.3707238293
14900,1.46733928528e-05,18.3818067503
15000,1.41995989558e-05,18.2999947405
15100,1.30809194437e-05,19.1764742279
15200,1.20079617552e-05,17.9155469489
15300,1.44331245636e-05,18.5704833484
15400,1.52185446385e-05,18.5964282799
15500,1.18830963273e-05,18.2918600297
15600,1.14573596158e-05,18.5174082303
15700,1.32697933081e-05,18.0799117613
15800,1.13924457268e-05,18.242653029
15900,1.11822643308e-05,18.0611590314
16000,1.16712992277e-05,17.8927624416
16100,1.13659806437e-05,18.0889149499
16200,1.03069222391e-05,18.0460398817
16300,1.038238171e-05,17.5355265093
16400,1.55038480186e-05,18.1552834797
16500,9.63690326163e-06,18.0151915598
16600,1.16091205108e-05,17.5643629909
16700,9.07847660152e-06,17.5100084805
16800,9.7650183233e-06,18.5525241303
16900,9.28872914025e-06,17.9061875415
17000,1.02403973502e-05,17.9643908405
17100,1.32135788186e-05,18.1787653017
17200,1.01575766681e-05,18.9095710397
17300,9.86648074379e-06,19.0204126096
17400,8.26650442593e-06,18.8223312092
17500,1.00370150793e-05,19.0318341613
17600,8.31280832621e-06,18.8149639392
17700,9.76535345832e-06,17.8939099789
17800,9.77542808731e-06,13.2655125999
17900,7.7284857245e-06,13.23802495
18000,9.14798771981e-06,13.2471545386
18100,8.34649645093e-06,13.2232111788
18200,1.12670476106e-05,13.2241401196
18300,8.1427714016e-06,13.2178016114
18400,7.73866206991e-06,13.2206167102
18500,7.71371273775e-06,13.2391949606
18600,7.38964011573e-06,13.2455732703
18700,6.25770277993e-06,13.2407733202
18800,6.96894218863e-06,13.2292565107
18900,7.89772538054e-06,13.2365584207
19000,6.37423334116e-06,13.2444435883
19100,6.59771489375e-06,13.2696978998
19200,6.16252443499e-06,13.2483361483
19300,7.49823091683e-06,13.2420420408
19400,6.50779228902e-06,13.2245387697
19500,6.25933612217e-06,13.2222762918
19600,6.26345710697e-06,13.21004426
19700,7.48504423583e-06,13.20541646
19800,5.21066984293e-06,13.2167117286
19900,5.59754147561e-06,13.2202927494
