,2.24182215,44.65744854,0.005452829,0.0139383,3.53819E-05,0.18212143,,,
,predict_price,real_price,predict_ratio,real_ratio,,,,100,100
0,100.1191341,98.8412803,0.00119134,-0.0115872,0.00654146,-0.0115872,0,100.654146,98.84128
1,100.1838455,99.21719322,0.000646344,0.0038032,0.003548973,0.0038032,1,101.0113648,99.21719316
2,100.6234694,99.51900724,0.00438817,0.00304195,0.024094748,0.00304195,2,103.4452082,99.5190069
3,100.4076998,98.7852086,-0.00214433,-0.00737345,-0.011774177,-0.00737345,3,102.227226,98.78520848
4,100.8898819,100.1332307,0.00480224,0.013646,0.026368341,0.013646,4,104.9227883,100.1332314
5,100.0582218,99.73718538,-0.00824325,-0.00395518,-0.045262383,-0.00395518,5,100.1737329,99.73718648
6,100.7874738,100.7288518,0.00728828,0.0099428,0.040018794,0.0099428,6,104.1825649,100.7288534
7,100.9824304,101.7784766,0.00193433,0.0104203,0.0106211,0.0104203,7,105.2890983,101.7784782
8,101.1483704,103.2708196,0.00164326,0.0146627,0.009022881,0.0146627,8,106.2391093,103.2708255
9,101.1488104,103.2654011,4.35E-06,-5.25E-05,2.38852E-05,-0.0000525,9,106.2416469,103.2654038
10,101.3354467,103.4942897,0.00184517,0.00221651,0.010131537,0.00221651,10,107.3180381,103.4942926
11,101.1959309,104.6530094,-0.00137677,0.011196,-0.007559627,0.011196,11,106.5067538,104.6530147
12,101.3555588,104.2498774,0.00157741,-0.00385208,0.008661309,-0.00385208,12,107.4292417,104.2498829
13,101.7224196,104.1526895,0.00361954,-0.000932259,0.019874322,-0.000932259,13,109.5643251,104.152695
14,101.2323506,103.5852309,-0.00481771,-0.00544833,-0.026453284,-0.00544833,14,106.6659888,103.5852368
15,101.1548291,103.6966725,-0.000765778,0.00107585,-0.004204766,0.00107585,15,106.2174833,103.696679
16,100.9368004,103.7824367,-0.0021554,0.000827068,-0.011834961,0.000827068,16,104.9604035,103.7824432
17,101.5716439,104.572077,0.00628952,0.00760861,0.034534761,0.00760861,17,108.5851859,104.5720833
18,101.377643,104.0432496,-0.00190999,-0.00505706,-0.010487453,-0.00505706,18,107.4464039,104.043256
19,102.294307,105.1891305,0.00904207,0.0110135,0.049648578,0.0110135,19,112.780965,105.1891364
20,101.7989836,105.0515282,-0.00484214,-0.00130814,-0.026587426,-0.00130814,20,109.7824095,105.0515343
21,102.2232353,106.2068311,0.00416754,0.0109975,0.022883304,0.0109975,21,112.2945937,106.2068385
22,102.060448,106.049568,-0.00159247,-0.00148073,-0.008744001,-0.00148073,22,111.3126896,106.0495749
23,102.3258822,105.4008203,0.00260076,-0.0061174,0.014280362,-0.0061174,23,112.9022752,105.4008272
24,102.0299977,106.0135137,-0.00289159,0.00581298,-0.015877264,0.00581298,24,111.109696,106.0135201
25,102.1809321,106.6365839,0.00147931,0.00587727,0.008122657,0.00587727,25,112.012202,106.6365902
26,102.1241555,109.0900725,-0.000555648,0.0230079,-0.003050975,0.0230079,26,111.6704555,109.0900742
27,101.1157869,108.8280747,-0.00987395,-0.00240167,-0.054216299,-0.00240167,27,105.6160966,108.8280758
28,101.6945381,110.5488344,0.00572365,0.0158117,0.031427658,0.0158117,28,108.9353632,110.5488327
29,101.9126921,111.4777106,0.00214519,0.00840241,0.011778899,0.00840241,29,110.2185019,111.4777093
30,102.1312334,112.5494927,0.0021444,0.00961432,0.011774562,0.00961432,30,111.5162764,112.5494917
31,101.8129376,113.0392056,-0.00311654,0.00435109,-0.017112429,0.00435109,31,109.6079621,113.0392047
32,101.9370401,113.6495406,0.00121893,0.00539932,0.006692952,0.00539932,32,110.3415629,113.6495395
33,102.2040578,113.4910926,0.00261944,-0.00139418,0.014382931,-0.00139418,33,111.928598,113.4910916
34,102.1504952,114.5347122,-0.000524075,0.00919561,-0.002877613,0.00919561,34,111.6065108,114.5347114
35,101.9977404,114.5432023,-0.00149539,7.41E-05,-0.00821095,0.0000741,35,110.6901153,114.5431984
36,101.8483967,114.3562468,-0.00146419,-0.00163218,-0.008039636,-0.00163218,36,109.8002071,114.3562433
37,102.0313654,115.176868,0.00179648,0.00717601,0.009864188,0.00717601,37,110.8832969,115.1768649
38,101.8047311,114.252812,-0.00222122,-0.00802293,-0.012196368,-0.00802293,38,109.5309234,114.252809
39,101.9239338,113.5346821,0.00117089,-0.00628545,0.006429172,-0.00628545,39,110.2351166,113.5346786
40,100.5119452,112.8093621,-0.0138534,-0.00638853,-0.076066831,-0.00638853,40,101.8498806,112.8093589
41,100.9322617,115.0817967,0.00418176,0.020144,0.022961383,0.020144,41,104.1884948,115.0817907
42,101.2568838,116.9758452,0.00321624,0.0164583,0.017659866,0.0164583,42,106.0284496,116.9758413
43,100.9875345,116.5060461,-0.00266006,-0.00401621,-0.014605969,-0.00401621,43,104.4798014,116.5060418
44,101.3292559,116.6146577,0.0033838,0.00093224,0.018579911,0.00093224,44,106.4210268,116.6146533
45,102.2785006,118.3986679,0.00936792,0.0152983,0.051437769,0.0152983,45,111.895087,118.3986593
46,102.1836335,119.2558152,-0.000927537,0.0072395,-0.005092959,0.0072395,46,111.3252098,119.2558064
47,102.2527745,119.3329742,0.000676635,0.000647004,0.003715296,0.000647004,47,111.7388159,119.3329654
48,102.3314528,119.4762251,0.000769449,0.00120043,0.004224923,0.00120043,48,112.2109038,119.4762162
49,102.4203422,118.8224155,0.000868642,-0.0054723,0.004769576,-0.0054723,49,112.7461023,118.8224065
50,102.0319909,119.3005782,-0.00379174,0.00402418,-0.020819845,0.00402418,50,110.3987458,119.3005693
51,101.1930099,117.9386474,-0.00822273,-0.011416,-0.045149711,-0.011416,51,105.4142743,117.938634
52,101.6385966,118.0184064,0.00440333,0.000676275,0.024177989,0.000676275,52,107.9629795,118.018393
53,102.4859978,120.8092917,0.0083374,0.0236479,0.045779346,0.0236479,53,112.9054542,120.8092801
54,101.7456628,119.9542728,-0.00722377,-0.00707743,-0.03966458,-0.00707743,54,108.4271068,119.9542609
55,101.4762065,119.1557972,-0.00264833,-0.0066565,-0.014541562,-0.0066565,55,106.8504073,119.1557853
56,101.309264,118.7878913,-0.00164514,-0.0030876,-0.009033204,-0.0030876,56,105.8852058,118.7878799
57,101.7662868,119.0978388,0.00451116,0.00260925,0.024770067,0.00260925,57,108.5079894,119.0978272
58,102.0424049,118.3971379,0.00271326,-0.00588341,0.014898082,-0.00588341,58,110.1245504,118.3971259
59,101.9214722,115.6829514,-0.00118512,-0.0229244,-0.006507307,-0.0229244,59,109.4079361,115.6829428
60,101.6398034,115.0658978,-0.00276359,-0.00533401,-0.015174436,-0.00533401,60,107.7477324,115.0658888
61,101.5244687,112.361237,-0.00113474,-0.0235053,-0.006230678,-0.0235053,61,107.076391,112.3612306
62,100.3200118,111.4272989,-0.0118637,-0.00831192,-0.065141702,-0.00831192,62,100.1012526,111.427293
63,100.9821362,112.2053889,0.00660012,0.00698294,0.036240216,0.00698294,63,103.7289436,112.2053831
64,101.6045486,113.5389272,0.00616359,0.0118848,0.033843299,0.0118848,64,107.2394733,113.5389217
65,100.3686302,111.5674782,-0.012164,-0.0173636,-0.066790602,-0.0173636,65,100.0768842,111.5674772
66,100.9893455,111.4976244,0.00618435,-0.000626113,0.033957289,-0.000626113,66,103.4752239,111.4976234
67,102.0480215,113.8837326,0.010483,0.0214005,0.057560497,0.0214005,67,109.4313092,113.8837283
68,101.1703513,112.9544997,-0.00860056,-0.00815949,-0.047224316,-0.00815949,68,104.2634905,112.9544951
69,101.1465314,112.6362001,-0.000235444,-0.00281795,-0.001292786,-0.00281795,69,104.1287001,112.636195
