,predict_price,real_price,predict_ratio,real_ratio
0,100.1687609,98.8412803,0.00168761,-0.0115872
1,100.144484,99.21719322,-0.00024236,0.0038032
2,101.0334376,99.51900724,0.00887671,0.00304195
3,100.8718808,98.7852086,-0.00159904,-0.00737345
4,101.5278071,100.1332307,0.00650257,0.013646
5,100.5827928,99.73718538,-0.00930794,-0.00395518
6,101.9029838,100.7288518,0.0131254,0.0099428
7,102.3539778,101.7784766,0.00442572,0.0104203
8,102.8488061,103.2708196,0.00483448,0.0146627
9,103.088521,103.2654011,0.00233075,-5.25E-05
10,103.4602934,103.4942897,0.00360634,0.00221651
11,103.2933928,104.6530094,-0.00161318,0.011196
12,103.8331488,104.2498774,0.00522546,-0.00385208
13,104.5419524,104.1526895,0.00682637,-0.000932259
14,103.9290265,103.5852309,-0.00586297,-0.00544833
15,103.6990616,103.6966725,-0.00221271,0.00107585
16,103.4638581,103.7824367,-0.00226814,0.000827068
17,104.6524823,104.572077,0.0114883,0.00760861
18,104.6396808,104.0432496,-0.000122324,-0.00505706
19,106.0187822,105.1891305,0.0131795,0.0110135
20,105.5166442,105.0515282,-0.00473631,-0.00130814
21,106.1491502,106.2068311,0.00599437,0.0109975
22,106.2002675,106.049568,0.000481561,-0.00148073
23,106.7077261,105.4008203,0.00477832,-0.0061174
24,106.1204659,106.0135137,-0.00550345,0.00581298
25,106.5393073,106.6365839,0.00394685,0.00587727
26,106.59078,109.0900725,0.000483133,0.0230079
27,105.8534106,108.8280747,-0.00691776,-0.00240167
28,106.6376287,110.5488344,0.00740853,0.0158117
29,107.3991559,111.4777106,0.00714126,0.00840241
30,108.1201324,112.5494927,0.00671306,0.00961432
31,107.7749364,113.0392056,-0.00319271,0.00435109
32,107.98665,113.6495406,0.00196441,0.00539932
33,108.6904329,113.4910926,0.00651731,-0.00139418
34,108.7133828,114.5347122,0.000211149,0.00919561
35,108.7526513,114.5432023,0.000361212,7.41E-05
36,108.5731384,114.3562468,-0.00165065,-0.00163218
37,109.1344424,115.176868,0.00516982,0.00717601
38,109.0185865,114.252812,-0.00106159,-0.00802293
39,109.0186409,113.5346821,4.99E-07,-0.00628545
40,106.8496011,112.8093621,-0.019896,-0.00638853
41,107.4572395,115.0817967,0.00568686,0.020144
42,108.5194741,116.9758452,0.00988518,0.0164583
43,108.5756308,116.5060461,0.00051748,-0.00401621
44,109.1217458,116.6146577,0.00502981,0.00093224
45,110.7008306,118.3986679,0.0144709,0.0152983
46,111.2284739,119.2558152,0.00476639,0.0072395
47,111.7014888,119.3329742,0.00425264,0.000647004
48,111.8792679,119.4762251,0.00159156,0.00120043
49,112.0593739,118.8224155,0.00160982,-0.0054723
50,111.2045982,119.3005782,-0.00762788,0.00402418
51,110.0146201,117.9386474,-0.0107008,-0.011416
52,110.5718919,118.0184064,0.00506543,0.000676275
53,111.8415076,120.8092917,0.0114823,0.0236479
54,111.2297612,119.9542728,-0.00546976,-0.00707743
55,110.6037712,119.1557972,-0.0056279,-0.0066565
56,110.1432349,118.7878913,-0.00416384,-0.0030876
57,110.9388269,119.0978388,0.00722325,0.00260925
58,111.6566989,118.3971379,0.00647088,-0.00588341
59,111.1657838,115.6829514,-0.00439665,-0.0229244
60,110.083399,115.0658978,-0.00973667,-0.00533401
61,109.790793,112.361237,-0.00265804,-0.0235053
62,108.0572789,111.4272989,-0.0157892,-0.00831192
63,109.0530715,112.2053889,0.00921541,0.00698294
64,110.1627805,113.5389272,0.0101759,0.0118848
65,108.471557,111.5674782,-0.015352,-0.0173636
66,109.3266186,111.4976244,0.00788282,-0.000626113
67,110.9963731,113.8837326,0.0152731,0.0214005
68,110.183189,112.9544997,-0.00732622,-0.00815949
69,109.8903407,112.6362001,-0.00265783,-0.00281795
70,110.8792379,112.4101301,0.00899895,-0.00200708
71,109.2725695,111.5368539,-0.0144903,-0.00776866
72,110.2625826,112.6320701,0.00906003,0.00981932
73,111.083025,112.6417337,0.00744081,8.58E-05
74,111.7422496,112.159441,0.00593452,-0.00428165
75,112.2777132,110.5026563,0.00479195,-0.0147717
76,112.5224931,107.4266842,0.00218013,-0.0278362
77,110.4569134,108.1630828,-0.018357,0.00685489
78,109.1204098,106.5539947,-0.0120998,-0.0148765
79,108.7693332,106.1368621,-0.00321733,-0.00391475
80,109.3525718,105.4731473,0.00536216,-0.00625339
81,109.7166556,105.7150012,0.00332945,0.00229304
82,108.2309294,104.8538619,-0.0135415,-0.00814586
83,107.6571329,103.6808885,-0.00530159,-0.0111867
84,107.8371958,104.5693619,0.00167256,0.00856931
85,106.2272633,101.4442666,-0.0149293,-0.0298854
86,106.6553659,101.7102679,0.00403006,0.00262214
87,107.6393797,102.8341182,0.00922611,0.0110495
88,108.1404903,100.7997639,0.00465546,-0.0197829
89,107.8466472,100.8796379,-0.00271723,0.000792403
90,108.2121115,101.080019,0.00338874,0.00198634
91,107.9200588,101.9834593,-0.00269889,0.00893787
92,108.5747865,101.7020308,0.00606678,-0.00275955
93,106.7073204,100.6363805,-0.0171998,-0.0104782
94,106.6701678,99.42912449,-0.000348173,-0.0119962
95,104.1620404,97.7254485,-0.0235129,-0.0171346
96,104.6072572,98.74291901,0.00427427,0.0104115
97,104.4333562,100.5279991,-0.00166242,0.0180781
98,106.1157048,101.7789484,0.0161093,0.0124438
99,106.5892243,99.65306641,0.00446229,-0.0208872
100,107.3890096,101.6043714,0.00750344,0.019581
101,106.3612213,100.565572,-0.0095707,-0.010224
102,107.5439663,101.167785,0.0111201,0.00598826
103,107.3187251,100.944545,-0.00209441,-0.00220663
104,108.0913338,100.9496184,0.0071992,5.03E-05
105,108.9871428,102.7366887,0.00828752,0.0177026
106,108.4371845,101.9692056,-0.00504608,-0.00747039
107,109.8307838,103.1052964,0.0128517,0.0111415
108,109.7433424,103.9506633,-0.000796147,0.00819906
109,108.1306988,103.6476643,-0.0146947,-0.00291483
110,108.1696642,102.8969084,0.000360355,-0.00724335
111,107.0299821,102.0648634,-0.0105361,-0.0080862
112,107.3822772,102.8482568,0.00329155,0.00767545
113,108.2066689,104.5401525,0.00767717,0.0164504
114,106.8742331,106.103051,-0.0123138,0.0149502
115,108.8598545,106.0641782,0.018579,-0.000366369
116,109.2707242,106.8076289,0.0037743,0.00700944
117,110.0921183,106.9632469,0.00751705,0.00145699
118,109.6438523,106.2676193,-0.00407173,-0.00650343
119,108.3142956,104.8083856,-0.0121261,-0.0137317
120,108.2518044,104.3471917,-0.000576943,-0.00440035
121,108.0904741,104.2679044,-0.00149032,-0.000759841
122,107.9496899,102.7247932,-0.00130247,-0.0147995
123,107.9975193,102.7732146,0.000443071,0.00047137
124,109.5602454,103.1369905,0.01447,0.0035396
125,109.7493196,102.8040805,0.00172576,-0.00322784
126,110.866986,103.6146815,0.0101838,0.00788491
127,110.9648574,102.1341305,0.000882782,-0.014289
128,110.118762,100.2310167,-0.00762489,-0.0186335
129,109.1221285,99.99269458,-0.00905053,-0.00237773
130,108.3336537,98.55325966,-0.00722562,-0.0143954
131,109.2642743,99.46269367,0.00859032,0.00922784
132,110.78144,100.9180389,0.0138853,0.0146321
133,111.9000778,101.7285364,0.0100977,0.00803125
134,111.8756615,102.4308709,-0.000218198,0.00690401
135,111.4740326,101.8040388,-0.00358996,-0.00611956
136,111.3381751,101.9375111,-0.00121874,0.00131107
137,110.0142761,100.7822197,-0.0118908,-0.0113333
138,112.4221628,102.7987768,0.021887,0.0200091
139,112.3690449,103.7060941,-0.000472486,0.00882615
140,112.8032989,104.6232014,0.00386453,0.00884333
141,112.5040037,105.7710726,-0.00265325,0.0109715
142,112.24208,104.7443067,-0.00232813,-0.00970744
143,112.6526185,104.6702078,0.00365762,-0.000707426
144,112.4733667,105.197137,-0.00159119,0.00503419
145,112.8257607,105.1401219,0.00313313,-0.000541983
146,112.7799933,107.1159196,-0.000405647,0.018792
147,113.2605785,107.9374841,0.00426126,0.00766986
148,113.430814,108.0395038,0.00150304,0.000945174
149,113.5761553,107.8717488,0.00128132,-0.00155272
150,113.9116794,107.5751232,0.00295418,-0.0027498
151,113.6295663,108.1214946,-0.0024766,0.00507898
152,112.4419826,106.8567518,-0.0104514,-0.0116974
153,113.4692851,107.029097,0.00913629,0.00161286
154,113.769731,106.4153452,0.00264782,-0.00573444
155,113.5664593,106.8455582,-0.00178669,0.00404277
156,113.5868047,105.8321027,0.000179149,-0.00948524
157,112.6331951,104.137262,-0.00839543,-0.0160144
158,114.023219,103.3786027,0.0123412,-0.00728519
159,114.0474427,102.2513472,0.000212446,-0.0109041
160,114.7055515,102.2601825,0.00577048,8.64E-05
161,116.7036505,104.5111733,0.0174194,0.0220124
162,116.6734846,104.4843109,-0.000258483,-0.000257029
163,116.6811082,103.7540441,6.53E-05,-0.00698925
164,117.567405,105.5514912,0.00759589,0.0173241
165,117.2596398,105.9660468,-0.00261778,0.00392752
166,117.9205963,107.9008432,0.00563669,0.0182586
167,118.7438984,107.4812256,0.00698183,-0.00388892
168,118.4487482,108.7586922,-0.0024856,0.0118855
169,118.8877953,107.0478374,0.00370664,-0.0157307
170,119.4182686,107.3190156,0.00446197,0.00253324
171,119.6803456,106.8394379,0.00219461,-0.00446871
172,119.2972131,107.1015508,-0.0032013,0.00245333
173,118.7778099,104.9240722,-0.00435386,-0.020331
174,118.4898073,105.4326291,-0.00242472,0.0048469
175,118.8126114,104.4936176,0.00272432,-0.00890627
176,118.7185166,103.62599,-0.000791959,-0.00830316
177,120.0761511,103.502768,0.0114357,-0.0011891
178,120.1766117,103.0412175,0.000836641,-0.00445931
179,120.6445787,103.9567833,0.00389399,0.00888543
180,121.0840355,104.4128003,0.00364257,0.0043866
181,121.7708576,103.3088639,0.00567228,-0.0105728
182,120.1913752,101.2666293,-0.0129709,-0.0197682
183,119.910914,100.6840885,-0.00233345,-0.00575254
184,120.4994666,100.5349474,0.00490825,-0.00148128
185,120.603289,101.0510396,0.0008616,0.00513346
186,121.0982327,102.5044982,0.0041039,0.0143834
187,122.1749966,103.7442653,0.00889166,0.0120948
188,122.1349518,105.8212658,-0.000327766,0.0200204
189,121.9787034,106.0547445,-0.00127931,0.00220635
190,120.3978856,106.149344,-0.0129598,0.000891987
191,120.2935067,106.1910469,-0.00086695,0.00039287
192,118.2099327,105.4848124,-0.0173208,-0.0066506
193,118.3904476,106.6734546,0.00152707,0.0112684
194,118.4620617,105.2345949,0.000604898,-0.0134885
195,119.0206249,105.1784081,0.00471512,-0.000533919
196,119.2315092,105.397288,0.00177183,0.00208103
197,120.350374,106.6265633,0.00938397,0.0116633
198,119.4892597,106.1108277,-0.00715506,-0.00483684
199,119.2687715,105.7304397,-0.00184526,-0.00358482
200,120.3260481,105.7038073,0.00886466,-0.000251889
201,117.9612014,104.104751,-0.0196537,-0.0151277
202,117.6246038,103.1676147,-0.00285346,-0.00900186
203,117.7206121,102.2115309,0.000816226,-0.00926729
204,118.1160862,102.0302239,0.00335943,-0.00177384
205,117.8177179,102.0735834,-0.00252606,0.000424967
206,116.8674284,104.0172152,-0.00806576,0.0190415
207,116.796005,106.3077922,-0.000611149,0.0220211
208,115.9932308,107.8279293,-0.0068733,0.0142994
209,117.3790895,107.7035224,0.0119478,-0.00115375
210,117.8956196,108.6445356,0.00440053,0.00873707
211,118.5271922,110.6050326,0.00535705,0.0180451
212,119.4806846,111.0097982,0.0080445,0.00365956
213,118.9849649,109.6556443,-0.00414895,-0.0121985
214,119.8844797,110.7456836,0.0075599,0.00994057
215,120.4149601,111.2773296,0.00442493,0.0048006
216,120.6694516,111.4206955,0.00211345,0.00128837
217,120.5665257,111.1177081,-0.000852957,-0.00271931
218,120.3795932,111.5462759,-0.00155045,0.00385688
219,120.9791766,112.4453562,0.00498077,0.00806015
220,121.3223434,112.2360133,0.00283658,-0.00186173
221,121.7871473,112.3109405,0.00383115,0.000667586
222,122.0034397,112.2116358,0.00177599,-0.000884194
223,122.9201754,112.8729807,0.00751401,0.00589373
224,123.3126337,114.7728042,0.00319279,0.0168315
225,122.94723,114.7118892,-0.00296323,-0.000530744
226,122.9807026,115.7876747,0.000272252,0.00937815
227,123.4568151,116.8965579,0.00387144,0.00957687
228,124.2606878,119.6931033,0.00651137,0.0239232
229,123.3684492,118.2668522,-0.00718038,-0.0119159
230,124.0924408,117.0974106,0.00586853,-0.00988816
231,123.1673466,121.6083541,-0.00745488,0.038523
232,123.4475438,122.4588864,0.00227493,0.00699403
233,122.3770859,125.909713,-0.00867136,0.0281795
234,124.1295911,124.8600766,0.0143205,-0.00833642
235,124.3232132,123.7886512,0.00155984,-0.00858101
236,123.9396406,124.6192926,-0.00308529,0.00671016
237,124.4265159,125.4918555,0.00392833,0.00700183
238,125.3100213,127.2463113,0.00710062,0.0139806
239,125.94211,128.1594037,0.0050442,0.00717579
240,125.7647859,124.8769303,-0.00140798,-0.0256124
241,126.4927207,124.9853003,0.00578807,0.000867815
242,127.6689741,128.5625241,0.00929898,0.0286212
243,127.5773423,126.1667522,-0.000717729,-0.0186351
244,128.4629448,123.5404468,0.00694169,-0.0208161
245,129.5615484,125.1175991,0.00855191,0.0127663
246,130.5871301,128.7197987,0.00791579,0.0287905
247,131.5656161,127.5141877,0.00749297,-0.00936617
248,131.7021988,128.0137943,0.00103813,0.00391805
249,132.1393443,130.9262566,0.0033192,0.0227512
250,131.5618535,131.2173487,-0.00437032,0.00222333
251,131.2438021,131.837934,-0.0024175,0.00472945
252,133.0088665,132.6508934,0.0134487,0.00616635
253,131.2584027,130.1366163,-0.0131605,-0.0189541
254,132.7890745,135.047022,0.0116615,0.0377327
255,131.9881149,133.7902976,-0.00603182,-0.00930583
256,131.8929387,131.3881639,-0.000721097,-0.0179545
257,132.9931559,133.9322484,0.00834174,0.0193631
258,132.7970644,132.5455835,-0.00147445,-0.0103535
259,133.3974782,133.2037532,0.00452129,0.00496561
260,132.5931837,131.6316628,-0.00602931,-0.0118021
261,132.8509733,133.9701778,0.00194421,0.0177656
262,133.7048091,135.1003899,0.00642702,0.0084363
263,132.6734138,133.2255421,-0.00771397,-0.0138774
264,131.444182,134.1303974,-0.00926509,0.00679191
265,132.2392878,137.3885968,0.006049,0.0242913
266,131.4347732,134.2820004,-0.00608378,-0.0226117
267,132.8340538,132.575736,0.0106462,-0.0127066
268,134.6420586,136.1733455,0.013611,0.0271363
269,134.3195312,136.7272521,-0.00239544,0.00406766
270,134.4094463,137.26809,0.000669412,0.0039556
271,134.5887681,137.6351676,0.00133415,0.00267417
272,136.2846338,140.5663472,0.0126004,0.0212967
273,136.0741598,140.9882081,-0.00154437,0.00300115
274,137.0730514,144.7053812,0.00734079,0.0263651
275,137.6453906,145.476166,0.00417543,0.00532658
276,137.947789,145.072804,0.00219694,-0.0027727
277,138.3311684,144.1875173,0.00277916,-0.00610236
278,138.4841506,145.8547939,0.00110591,0.0115633
279,139.3437223,147.9724274,0.006207,0.0145188
280,138.5601315,143.9633339,-0.00562344,-0.0270935
281,138.728335,146.8801561,0.00121394,0.0202609
282,137.6161535,148.8528936,-0.00801697,0.0134309
283,137.1727107,145.352242,-0.00322232,-0.0235175
284,138.4524806,147.801727,0.00932962,0.0168521
285,136.969773,146.9200872,-0.0107091,-0.00596502
286,137.7394548,147.1812567,0.00561935,0.00177763
287,137.0718699,145.3219627,-0.00484672,-0.0126327
288,137.9006428,141.4046388,0.00604627,-0.0269562
289,139.8507041,145.6310821,0.0141411,0.029889
290,137.5549611,148.8393416,-0.0164157,0.02203
291,138.8299015,151.1848052,0.00926859,0.0157584
292,138.6570677,155.4133653,-0.00124493,0.0279695
293,138.6604293,155.4105352,2.42E-05,-1.82E-05
294,139.8733494,156.5388606,0.00874741,0.00726029
295,141.4949281,159.6138892,0.0115932,0.0196439
296,141.5964115,158.8597051,0.000717223,-0.00472505
297,141.0628577,156.3919627,-0.00376813,-0.0155341
298,137.8209572,155.7532352,-0.022982,-0.00408415
299,136.9942762,157.655164,-0.00599822,0.0122112
300,135.6138339,155.7370947,-0.0100766,-0.0121662
301,135.4375067,156.8728404,-0.00130022,0.00729271
302,136.1976457,159.8401894,0.00561247,0.0189156
303,135.9874551,159.3840574,-0.00154328,-0.00285368
304,137.6157242,163.0808447,0.0119737,0.0231942
305,137.4700759,164.0541389,-0.00105837,0.00596817
306,137.8730989,163.5599508,0.00293171,-0.00301235
307,138.1029108,163.2858275,0.00166684,-0.00167598
308,139.5436365,161.3206254,0.0104323,-0.0120354
309,139.8229146,167.0482355,0.00200137,0.0355045
310,140.6988832,168.290476,0.00626484,0.00743642
311,141.7267342,167.1806495,0.00730532,-0.00659471
312,142.1547842,172.0819781,0.00302025,0.0293176
313,143.0200261,174.1396514,0.00608662,0.0119575
314,142.3750387,173.8593964,-0.00450977,-0.00160937
315,143.5429114,177.8365654,0.00820279,0.0228758
316,143.3191082,177.143998,-0.00155914,-0.0038944
317,142.9988408,178.3323986,-0.00223465,0.00670867
318,143.6548013,180.955759,0.00458717,0.0147105
319,143.0030928,181.1938395,-0.00453663,0.00131568
320,143.7185647,184.0946363,0.00500319,0.0160094
321,143.3425975,170.626403,-0.002616,-0.0731593
322,145.2488989,172.1398217,0.0132989,0.00886978
323,144.8676157,168.6001822,-0.00262503,-0.0205626
324,147.3527165,168.7707558,0.0171543,0.0010117
325,145.8487162,160.0835735,-0.0102068,-0.0514733
326,148.2176918,162.2689441,0.0162427,0.0136514
327,147.5403546,156.2289244,-0.00456988,-0.0372223
328,147.8453381,159.4324672,0.00206712,0.0205054
329,146.9405879,153.3197643,-0.00611957,-0.0383404
330,146.4175321,152.0139053,-0.00355964,-0.00851723
331,146.6935352,151.7018525,0.00188504,-0.00205279
332,147.9985593,159.2020492,0.00889626,0.0494404
333,146.860196,156.8862665,-0.00769172,-0.0145462
334,146.2188551,156.5528848,-0.00436702,-0.00212499
335,144.1810885,146.6109691,-0.0139364,-0.0635052
336,147.4277729,149.4516793,0.0225181,0.0193758
337,146.8486813,153.5347567,-0.00392797,0.0273204
338,146.9925762,153.2303542,0.000979885,-0.00198263
339,148.2141685,156.033365,0.00831057,0.0182928
340,145.7809237,153.3163485,-0.0164171,-0.017413
341,143.3231126,155.8556012,-0.0168596,0.0165622
342,141.0663398,153.8841638,-0.015746,-0.0126491
343,140.7575577,152.7834025,-0.00218891,-0.00715318
344,142.1020753,151.1891664,0.00955201,-0.0104346
345,143.7565988,155.6602821,0.0116432,0.029573
346,144.0284782,161.1236626,0.00189125,0.0350981
347,142.0237679,163.1873412,-0.0139188,0.012808
348,142.5048178,166.088138,0.00338711,0.0177759
349,142.0422617,165.5794545,-0.0032459,-0.00306273
350,142.0194311,168.5764958,-0.000160731,0.0181003
351,142.1167047,166.2130049,0.000684932,-0.0140203
352,144.0756745,170.4958764,0.0137842,0.0257674
353,144.2603676,169.8326333,0.00128192,-0.00389008
354,144.4021143,170.492103,0.000982575,0.00388306
355,145.3918148,170.8887466,0.00685378,0.00232646
356,145.8616208,171.9827894,0.00323131,0.00640208
357,145.7877454,172.1703316,-0.000506476,0.00109047
358,146.4187742,174.4493583,0.00432841,0.013237
359,147.2372397,171.8742928,0.00558989,-0.0147611
360,148.0588269,172.6768868,0.00558002,0.00466966
361,148.0875247,174.0960627,0.000193827,0.00821868
362,147.865233,173.5396826,-0.00150108,-0.00319582
363,148.6415198,171.5564532,0.00524996,-0.0114281
364,148.5780233,166.4561586,-0.000427179,-0.0297295
365,149.6920995,160.9329333,0.00749826,-0.0331813
366,150.5579461,163.3913803,0.00578418,0.0152762
367,149.9197219,161.0176392,-0.00423906,-0.0145279
368,150.5737994,164.9929101,0.00436285,0.0246884
369,151.5055665,170.4164745,0.00618811,0.0328715
370,150.7518277,167.9647461,-0.00497499,-0.0143867
371,150.9929437,169.6495666,0.00159942,0.0100308
372,148.7875218,162.8626797,-0.0146061,-0.0400053
373,149.365761,160.2782957,0.00388634,-0.0158685
374,150.4890101,160.3917507,0.00752012,0.000707862
375,150.6219275,159.2636553,0.000883237,-0.00703338
376,151.0551777,163.3581563,0.00287641,0.0257089
