,loss,sec
0,0.0101090101525,0.13163397789
100,0.000480326969409,4.65080182076
200,0.000322965061059,4.64384913921
300,0.0128719443455,4.64506741047
400,0.000307571172016,4.64303694963
500,0.00032191129867,4.64388738155
600,0.000281723361695,4.64582398891
700,0.000316181540256,4.64694974899
800,0.000340953090927,4.64769417048
900,0.000294932542602,4.64521527052
1000,0.00029416065081,4.64390671015
1100,0.000396086776163,4.64567085028
1200,0.000287129019853,4.64539314985
1300,0.000283080938971,4.64572912931
1400,0.000333045958541,4.64673380852
1500,0.000291015312541,4.64554046869
1600,0.000293627730571,4.64468059778
1700,0.000278881198028,4.64358012915
1800,0.000315772864269,4.64722877979
1900,0.000329991482431,4.6454894495
2000,0.00030362571124,4.6432625699
2100,0.000320878869388,4.64127184868
2200,0.000300523621263,4.64690618038
2300,0.00126577098854,4.64417448044
2400,0.000327208283124,4.64456059933
2500,0.000284947833279,4.64699402809
2600,0.00027040799614,4.64413707018
2700,0.00030739911017,4.64463522911
2800,0.00036205604556,4.64444087982
2900,0.00166087201796,4.64629914999
3000,0.000305817316985,4.64543305874
3100,0.000344197673257,4.64323519945
3200,0.000285808258923,4.64146831036
3300,0.000294132216368,4.64594394922
3400,0.000384690385545,4.6456395793
3500,0.00022595594055,4.64525282145
3600,0.000310164963594,4.64418923855
3700,0.00117094558664,4.6454530406
3800,0.000250125536695,4.64334787846
3900,0.000552112178411,4.64723022938
4000,0.000230072662816,4.64866174936
4100,0.00020209790091,4.64464411974
4200,0.00024733284954,4.64807942867
4300,0.000203664167202,4.64350762844
4400,0.000239590895944,4.64292467117
4500,0.000815866049379,4.64565444946
4600,0.000255244725849,4.64734797001
4700,0.000251012970693,4.64426512957
4800,0.000250036711805,4.64428873062
4900,0.000308588292683,4.64332355976
5000,0.000211031539948,4.64455757856
5100,0.00026144500589,4.64224348068
5200,0.00024253760057,4.6456988883
5300,0.000214621511986,4.64706605911
5400,0.000189687474631,4.6477136302
5500,0.000191580227693,4.64471134186
5600,0.000211192993447,4.64178602934
5700,0.000219762077904,4.64449124098
5800,0.000210050769965,4.6461145401
5900,0.000238078224356,4.64601463079
6000,0.000247786229011,4.64477401018
6100,0.000265979964752,4.64301836967
6200,0.000242055932176,4.6452592206
6300,0.000225759868044,4.64390142918
6400,0.00020812288858,4.64393777847
6500,0.00019376250566,4.64318531036
6600,0.000200910930289,4.64545783997
6700,0.000258361076703,4.64779179811
6800,0.000213401639485,4.64406601906
6900,0.000197911358555,4.64583466053
7000,0.000233157552429,4.64354418993
7100,0.000164393190062,4.6445250392
7200,0.000301476742607,4.64546686172
7300,0.000542386318557,4.64724214077
7400,0.000408991152653,4.64727725983
7500,0.000164009063155,4.64768795013
7600,0.000163716511452,4.64672767162
7700,0.000160518073244,4.64665886164
7800,0.000308080983814,4.6491417408
7900,0.000435010209912,4.64563120127
8000,0.000183140407898,4.64454421997
8100,0.000148408158566,4.64304271221
8200,0.00063343369402,4.64440519094
8300,0.000281578541035,4.64326060057
8400,0.000240113062318,4.64738389015
8500,0.000263551744865,4.6471279788
8600,0.000281577318674,4.64464925051
8700,0.000290784053504,4.64373694181
8800,0.000296113052173,4.64701867104
8900,0.000259782886133,4.64365976095
9000,0.000278765393887,4.64738726139
9100,0.000341605220456,4.64563627958
9200,0.000248234136961,4.64553921938
9300,0.000259088381426,4.64461115122
9400,0.000225955212954,4.64831178904
9500,0.000221097405301,4.64709412098
9600,0.000182424279046,4.6487034893
9700,0.000148433289723,4.64291053057
9800,0.000206038050237,4.64744850874
9900,0.000195794054889,4.64635863066
10000,0.000204412761377,4.64593281984
10100,0.000216122731217,4.64448380947
10200,0.00019360310398,4.64607769012
10300,0.000197677800315,4.64430747986
10400,0.000172620813828,4.64748328924
10500,0.000160112133017,4.64738920927
10600,0.000168749538716,4.64622159958
10700,0.000214540690649,4.64665058136
10800,0.000150330131873,4.64357532024
10900,0.000162836295203,4.64422435999
11000,0.00014380722132,4.64476433039
11100,0.000196707012947,4.64360656977
11200,0.00018433763762,4.64398020983
11300,0.000189178012079,4.64420299053
11400,0.000143482000567,4.64548741102
11500,0.000125666265376,4.64413575888
11600,0.000132545828819,4.64451472998
11700,0.000117940318887,4.6458878994
11800,0.000129539723275,4.64663681984
11900,0.000115127717436,4.6444758606
12000,0.000126876271679,4.64340235949
12100,0.000138173927553,4.64645112038
12200,9.97041279334e-05,4.64286756992
12300,0.000190345424926,4.64317806005
