,predict_price,real_price,predict_ratio,real_ratio
1,100.0487496,98.83451906,0.000487496,-0.011654809
2,100.013103,99.20969142,-0.000356292,0.003795965
3,100.5608966,99.51102315,0.005477218,0.003037322
4,100.3352832,98.77456538,-0.002243549,-0.007400766
5,100.801814,100.1133321,0.004649718,0.01355376
6,99.96423828,99.71657021,-0.008309134,-0.003963128
7,100.8552064,100.7031388,0.008912868,0.009893728
8,101.1109347,101.7470707,0.002535599,0.010366428
9,101.3571454,103.2281137,0.002435055,0.014556124
10,101.4385834,103.2226968,0.000803475,-5.25E-05
11,101.5968558,103.4512412,0.001560278,0.002214091
12,101.3877039,104.603039,-0.002058645,0.011133726
13,101.6271051,104.1993298,0.002361245,-0.003859441
14,102.0612795,104.1021437,0.00427223,-0.000932694
15,101.4806017,103.5334087,-0.005689501,-0.005463239
16,101.2986618,103.6447352,-0.001792854,0.001075271
17,101.0211527,103.7304178,-0.002739514,0.000826695
18,101.789743,104.5166717,0.007608211,0.007579782
19,101.6209111,103.9867909,-0.001658633,-0.005069821
20,102.7310613,105.1257833,0.010924427,0.010953241
21,102.21978,104.9881817,-0.004976891,-0.001308924
22,102.5906264,106.1364815,0.003627932,0.01093742
23,102.4762028,105.9792015,-0.001115342,-0.001481866
24,102.6953328,105.3288968,0.002138351,-0.006136154
25,102.2509023,105.9394021,-0.004327661,0.005796181
26,102.4556571,106.5602069,0.002002475,0.005859999
27,102.3579607,108.9841643,-0.000953549,0.022747304
28,101.4391247,108.7221088,-0.008976693,-0.002404528
29,102.0639218,110.4277402,0.006159331,0.01568799
30,102.41501,111.3517271,0.003439885,0.008367344
31,102.6912783,112.4171787,0.002697537,0.009568344
32,102.3293217,112.9052512,-0.003524706,0.004341619
33,102.4733844,113.5132282,0.001407833,0.005384842
34,102.7376175,113.3548621,0.002578554,-0.001395134
35,102.6699393,114.3924674,-0.000658749,0.009153602
36,102.4984567,114.4009384,-0.001670231,7.41E-05
37,102.2833221,114.2140638,-0.002098905,-0.001633505
38,102.4308319,115.0307362,0.001442168,0.007150366
39,102.2009609,114.1041357,-0.002244158,-0.008055243
40,102.2077158,113.3846764,6.61E-05,-0.006305286
